SG_UF_PROVA;NU_NOTA_MT
SE;348.6
GO;410.5
BA;419.1
PB;498.2
PA;467.1
GO;434.4
SP;602.7
CE;446.4
SP;671.3
SP;584.4
SE;559.9
SP;
MA;430.6
RJ;
RS;
SE;
SP;804.9
CE;492.1
MG;596.9
SP;438.2
RS;547.2
RJ;706.5
BA;367.7
MG;
MG;
PR;
RJ;
PI;
GO;629.4
RJ;
PB;515.6
PA;
PB;409.4
BA;389.8
PA;576.5
SC;
GO;
RN;
PA;
SP;720.2
PA;352.3
AM;
PA;561.3
RO;567.9
SP;
BA;379.9
CE;
BA;540.1
AL;397.2
CE;603.9
PA;585.9
MA;491.6
RS;431.9
PA;617.4
GO;521.1
MA;526.3
TO;725.1
MG;549.2
CE;487.5
RJ;434.1
RJ;636.9
RN;396.2
SP;
GO;594.2
TO;627.6
RJ;593.5
CE;
SE;489.9
PI;450.5
RJ;613.1
SP;695.3
PE;804.3
SP;438.0
MG;664.7
MA;642.0
RS;545.3
MG;352.2
MG;567.4
GO;
RJ;574.6
GO;
SP;
SP;604.0
AL;383.8
MT;
SC;
RJ;686.2
PE;629.3
PR;
RN;634.4
BA;660.5
SP;
SP;739.7
BA;539.4
RJ;
GO;460.6
MG;484.5
MG;
SC;
RJ;590.3
PA;423.6
RS;
RJ;494.2
AM;
SP;464.0
PE;568.0
CE;662.6
RJ;
BA;519.1
SP;633.2
MG;490.6
RS;
CE;481.3
PB;522.9
SP;788.8
PA;567.0
MA;446.9
PB;441.2
PA;649.9
SP;663.8
SP;506.2
AC;
PB;452.2
SP;603.5
MG;701.5
DF;450.7
CE;
MG;630.3
PA;
RN;
RJ;479.3
BA;703.0
MA;457.1
SP;522.8
PI;705.2
PE;504.8
BA;520.5
MG;647.9
PB;540.0
BA;437.7
PI;661.5
AL;409.9
RN;
PI;486.1
CE;438.6
SP;
MG;639.6
PE;478.7
MG;497.1
PB;482.5
CE;502.2
RN;640.5
PR;650.4
RJ;555.3
AP;357.9
MA;632.1
SE;
BA;675.7
PA;364.7
CE;579.3
PR;812.4
PB;
CE;407.2
MA;
SP;444.4
DF;509.5
RS;688.2
SP;
RR;642.0
GO;
SE;688.1
BA;
AL;532.8
BA;632.4
PE;
BA;585.5
PB;
PI;
RJ;
SP;
PA;340.6
BA;
SP;715.7
PA;475.1
GO;608.3
GO;521.4
BA;573.9
PA;390.3
PA;675.7
SP;368.5
PB;
SC;424.6
PA;411.9
PA;395.3
SP;
CE;749.8
SP;401.6
CE;
RN;417.8
CE;848.4
CE;430.7
PE;
BA;
PE;462.8
MT;371.5
GO;612.4
SP;518.9
PR;494.4
CE;613.3
PR;500.0
BA;466.2
RJ;565.3
BA;484.1
PE;478.2
SP;472.9
BA;
PA;
PR;725.7
SP;654.9
PE;526.5
BA;672.1
RS;676.3
RJ;
PE;588.0
RS;641.3
PA;397.5
PE;
RO;
GO;
RS;436.2
AM;388.1
RS;408.1
PE;700.0
PB;398.7
SP;
BA;395.7
SP;
MA;524.5
PA;495.5
SP;814.2
PE;521.1
SP;564.3
PR;673.8
SP;
ES;
MG;823.0
GO;611.7
PI;479.9
AL;659.8
SP;
SP;644.5
MA;405.0
SP;
PE;431.9
PB;517.8
DF;
AM;
MA;468.9
SC;
PA;576.4
SP;
MT;413.9
RS;
SP;659.2
RJ;592.4
RN;540.3
SP;
CE;
PI;528.3
SP;557.8
SP;672.5
MG;734.9
RO;414.1
BA;485.6
RJ;805.6
PE;
PB;
PB;449.9
GO;861.3
MG;
RJ;433.0
SC;495.3
RJ;468.2
DF;451.5
MA;466.8
RS;518.0
GO;628.8
BA;
PA;566.0
PR;415.6
SE;
CE;377.3
SE;
TO;527.4
MS;382.6
SP;
SP;
BA;434.9
PE;
PB;486.7
PA;551.3
RJ;460.5
PB;578.9
RJ;
SP;
PA;458.5
MT;591.6
PE;485.7
SP;379.2
SE;357.6
RJ;
SP;646.5
MA;664.5
DF;432.5
CE;363.6
PB;519.9
PE;580.9
CE;482.4
MG;764.7
PA;485.5
MA;512.8
BA;547.5
SP;652.7
PB;390.3
SC;
RJ;
MA;609.5
GO;574.0
PA;710.1
PB;607.3
SE;705.4
SE;526.9
BA;410.7
MG;444.2
PE;457.7
MG;736.8
AM;448.9
MG;394.2
SP;619.9
CE;
AM;
RJ;
MA;750.2
PI;
MA;600.9
PA;543.5
MA;526.7
SC;436.6
PB;459.6
ES;448.3
PA;462.4
SC;
RO;
SE;517.4
MG;
RO;550.4
RJ;606.0
AM;442.0
PB;354.9
ES;640.4
GO;
PR;
RN;471.3
MG;417.1
PB;
PE;506.5
SE;
CE;541.6
PA;515.3
MG;590.4
CE;412.3
AM;428.3
MA;878.5
PB;428.1
RN;
MG;416.0
MA;519.5
PA;435.0
AC;384.0
SP;680.7
SP;
SP;466.0
BA;521.8
SP;547.9
MG;646.6
SP;
PE;464.8
PB;
RO;396.7
CE;407.9
PB;593.1
PA;
PE;571.1
PA;428.6
RS;651.4
RS;
RN;531.0
DF;437.2
SE;
PA;373.2
SP;432.8
RO;
AM;
PE;
DF;
MG;703.6
MA;481.3
PR;609.6
MG;523.1
DF;458.1
RJ;377.4
SP;716.4
AL;554.4
BA;
PE;491.4
MT;388.8
RS;438.8
CE;532.1
CE;488.8
PE;631.1
PR;508.6
PA;
PI;473.5
MG;664.2
GO;
BA;
RN;
PE;651.4
MG;652.8
MS;
MA;408.0
CE;448.8
SP;
PB;354.1
PA;
SP;
MG;785.6
PA;
PA;469.7
MA;430.8
RS;510.0
AC;
AM;414.8
MG;
PA;677.3
DF;
CE;445.4
PI;667.5
SP;647.1
MA;
RO;443.5
CE;638.5
GO;404.4
SE;689.5
ES;
RJ;413.5
PI;478.6
CE;735.5
PA;542.1
SP;676.1
PB;707.7
PA;
SP;461.5
RJ;696.1
CE;584.4
SP;395.4
PI;497.1
BA;618.9
BA;578.0
SE;
RN;522.9
SP;
PB;
GO;374.5
PE;
BA;453.1
BA;
MG;460.1
ES;
PI;593.8
PI;365.5
RJ;594.3
BA;
CE;
BA;576.3
BA;590.8
PE;741.6
RS;487.9
MA;502.0
PB;423.2
CE;
RN;
MT;619.9
BA;609.3
MS;515.9
RJ;812.7
RN;432.4
PA;521.6
RJ;436.6
SP;602.2
RJ;
BA;609.8
PE;472.4
MG;751.7
RN;406.5
PR;
RJ;416.7
ES;
RO;518.5
CE;660.1
SP;507.9
PA;
DF;464.0
MG;728.0
ES;395.5
PE;
PE;564.3
RJ;
RO;
SP;828.6
BA;498.3
RJ;
MG;628.4
GO;365.3
PI;430.8
GO;400.3
PA;455.0
MA;384.9
GO;
MG;817.3
RJ;479.8
PE;
PI;407.6
ES;626.2
RJ;631.7
ES;433.4
MG;
GO;
RJ;513.8
PE;
SP;532.6
SE;466.1
MG;609.7
MT;445.4
TO;
PA;
SP;835.5
PE;366.9
MT;534.9
RR;647.8
RJ;361.7
MS;
SP;
RS;
RN;468.1
PA;
BA;563.3
CE;379.5
PR;411.3
DF;456.7
CE;
BA;
MA;
BA;650.6
MT;
AL;435.1
BA;553.1
BA;
RJ;
PE;
RJ;
BA;449.4
MG;685.0
PR;425.4
SP;
MA;528.0
AL;
SP;452.6
SE;378.2
PR;762.2
CE;548.1
SP;474.6
MA;
PE;420.2
PE;468.4
SE;652.6
RJ;602.3
RS;865.5
MT;
RJ;620.9
PI;468.7
BA;371.4
PI;603.6
BA;365.1
MG;426.7
MS;465.2
CE;579.1
RJ;750.7
MG;581.8
AL;451.5
MA;
PE;446.8
PA;434.3
SE;434.0
MT;
MG;483.4
MG;592.7
RN;756.9
RJ;
PR;519.8
PA;417.9
ES;437.8
RS;511.7
PE;565.0
MA;609.9
PR;397.8
CE;364.7
MG;
AM;608.0
AM;511.6
ES;581.0
MA;509.4
SP;713.6
CE;391.1
ES;
TO;395.5
GO;510.1
PR;
SP;856.2
PA;
BA;
ES;
SP;478.3
MG;
SP;477.8
BA;
SE;539.6
PA;540.0
TO;434.3
GO;482.2
PE;
MA;400.3
PR;624.7
SP;
PA;
MS;
PA;383.0
RS;743.4
SP;435.8
SE;470.7
SP;759.0
MG;516.2
AM;
MG;364.0
TO;
PI;810.0
SP;
SP;502.4
PE;483.5
RJ;
MA;483.5
SP;565.7
MS;
SP;
PI;367.6
MG;678.9
CE;527.0
MA;
BA;447.9
GO;643.7
BA;623.7
MA;576.8
RO;476.6
SP;
MT;
RN;471.1
SE;422.2
PA;452.0
PB;450.9
DF;737.4
MS;612.8
RJ;640.0
PE;857.3
SC;
PE;664.1
RJ;393.9
RS;
PB;
TO;
MG;
PA;
PR;635.3
PA;377.0
MG;579.7
PI;388.4
PR;
SP;621.3
BA;
SP;607.3
CE;599.9
RJ;456.9
GO;383.1
SP;
MG;697.7
SP;
SP;379.0
CE;
BA;
CE;382.6
CE;
SP;546.2
CE;545.8
SP;631.8
AL;553.9
MA;563.5
SP;522.9
BA;758.0
RJ;602.7
ES;643.1
RS;693.0
PA;
BA;468.3
PA;518.0
RJ;637.3
AM;681.7
RJ;
RJ;393.9
PE;
RN;449.5
RN;
CE;586.2
RJ;707.7
CE;
SP;669.6
MA;
PA;
SP;673.7
SE;427.8
SP;624.6
SP;655.3
TO;446.9
MT;511.1
PB;426.6
PI;509.1
CE;
MG;
BA;
BA;528.5
SP;684.8
PI;
DF;442.0
SC;
MG;837.9
PR;660.0
ES;451.6
PI;398.6
BA;492.8
PE;591.8
PA;
PI;545.6
RJ;567.1
ES;606.5
SC;575.5
SP;427.7
RJ;727.8
PB;520.4
RJ;400.2
SP;
MA;448.7
PI;573.9
MT;
GO;489.1
PB;433.5
SP;646.1
SP;571.9
SE;618.3
PA;534.6
RN;638.3
MG;469.5
AM;
TO;762.3
MG;483.3
PA;449.8
SP;
PA;553.2
PR;
PA;409.4
PE;675.2
AC;407.9
DF;533.6
PA;433.6
SP;390.8
SP;
BA;
BA;737.3
RJ;414.6
MG;
SP;
RJ;624.7
MG;584.2
RN;458.7
RJ;545.3
AC;
MA;471.2
MG;619.7
PB;391.1
MS;603.1
SC;563.9
PA;
BA;566.2
SP;438.2
SP;
MG;561.0
RN;451.3
CE;502.5
SP;
SP;515.1
SP;
RJ;
BA;
RN;481.1
RJ;597.5
MS;
PB;436.6
ES;
MA;605.0
BA;
PI;741.8
GO;590.3
MA;557.9
AL;776.9
SE;447.7
BA;
SE;
CE;573.2
PE;678.8
MS;513.2
PA;458.9
GO;805.3
RS;
MA;461.7
MA;431.8
PI;526.0
TO;678.5
SP;575.1
SE;515.2
PB;742.1
PB;613.0
PA;535.4
BA;559.8
PB;766.5
PA;422.8
SE;391.8
PR;535.6
BA;464.2
RN;425.4
AL;521.1
SP;
SE;
RJ;
ES;471.0
SP;
PE;464.4
PB;465.7
RS;
RS;577.6
BA;449.2
SP;560.7
PE;467.6
BA;563.5
RO;664.5
AM;
PA;390.4
AC;519.6
CE;410.3
MG;600.7
PB;389.8
SP;614.7
BA;614.1
BA;549.0
PI;370.1
PE;558.9
PA;468.3
RN;477.1
PI;458.9
RS;547.7
PA;
MT;
RS;679.4
MG;
RJ;604.7
PA;409.9
DF;558.3
SP;444.2
PB;546.1
MA;
PE;518.1
MS;511.0
SP;
MG;778.2
GO;548.5
MA;369.5
PB;685.5
PA;584.2
SP;613.5
AM;
RS;392.4
PB;403.7
SP;519.8
SE;368.2
PE;
PB;
PI;519.4
CE;492.9
SP;558.9
GO;428.2
PB;687.0
MA;559.1
MG;631.3
CE;649.5
SP;468.1
BA;533.3
PA;515.5
SP;631.3
GO;576.2
AL;425.2
RJ;484.0
MA;
RS;
MA;
SE;
RJ;598.8
RJ;565.2
SP;662.8
MG;541.3
CE;483.7
RN;461.0
MG;
MA;
RJ;
SE;423.6
MG;422.6
PI;449.1
RJ;608.8
RO;455.0
BA;
PA;497.6
PA;
PB;504.9
MT;
PB;638.9
MA;652.4
GO;534.9
PA;364.5
GO;582.6
TO;459.6
CE;489.6
CE;433.3
PB;
AL;595.5
CE;502.9
MA;548.0
BA;
SP;574.5
CE;601.2
GO;481.2
PA;
MG;
PE;
PE;
SP;547.8
CE;521.0
CE;495.9
MG;459.1
RJ;373.4
BA;640.2
SP;486.9
AL;493.4
GO;376.2
AM;469.0
RJ;560.6
PE;603.4
PE;586.8
GO;562.8
CE;546.1
SP;461.2
PA;
MG;587.8
PR;627.6
PR;437.9
MG;
PB;
BA;514.2
RJ;442.0
CE;471.9
PR;
MA;417.5
RN;443.3
SC;388.7
SE;647.8
RJ;501.9
BA;
BA;724.6
RS;713.0
MA;
TO;390.4
BA;479.2
RJ;461.5
SP;636.0
MG;843.2
GO;492.0
RS;577.5
PR;407.7
CE;499.4
GO;658.3
SP;
SP;640.0
RN;442.5
PR;787.6
PA;521.5
MG;
SP;
ES;562.3
PA;429.3
GO;402.5
PR;453.7
CE;
MT;531.2
PA;469.4
SP;582.3
GO;573.7
PA;
BA;419.1
SP;476.3
AM;
RJ;380.8
SP;534.9
GO;420.8
PB;
MG;
PE;
MG;481.9
MG;502.9
PA;357.3
PA;738.4
SP;649.5
MT;
SP;606.4
MG;491.3
CE;544.1
BA;557.2
GO;626.1
PB;433.3
RJ;543.7
CE;449.6
PE;523.6
RS;513.6
RJ;
GO;
SC;479.9
MS;710.5
MG;
BA;510.8
AM;
SP;526.5
RN;
PA;
MG;374.2
GO;
SP;556.5
PA;
PI;461.6
PA;428.7
GO;
BA;
BA;567.9
PA;465.6
CE;
DF;501.9
RN;789.1
RJ;524.8
PI;377.4
MG;545.7
SE;670.3
PR;
CE;603.7
PB;383.6
SP;382.5
PR;
RS;
RS;643.9
RJ;772.4
PR;404.1
RS;
SP;
SP;479.1
MA;675.9
CE;610.2
MT;
BA;
MS;
DF;
PB;449.0
MA;615.9
MG;914.1
SP;545.2
BA;868.7
TO;484.5
PA;
GO;414.5
PR;516.4
SP;416.4
TO;787.8
PR;378.9
PA;472.9
RN;463.4
CE;
MG;658.2
PE;625.7
PA;538.5
RS;684.6
CE;430.8
AM;656.9
AC;410.1
PA;463.1
RN;405.7
MG;773.8
PE;
MT;350.9
PE;485.1
GO;
MA;515.6
SP;361.7
ES;
PI;621.4
CE;582.5
BA;663.8
CE;514.7
BA;851.0
MG;
BA;401.6
BA;
MG;
SP;
CE;558.2
DF;368.2
SE;
ES;434.9
PA;618.2
BA;
RS;382.1
SP;
MG;702.1
PB;516.2
CE;543.1
MG;
SE;
MA;497.1
SP;638.7
GO;
RO;514.6
SP;
BA;688.1
AM;
SP;462.0
SP;
AL;517.9
PR;854.6
SC;775.3
PA;581.0
BA;
RN;635.9
BA;
PI;706.3
RS;
CE;
PI;
MG;683.9
MG;
PI;
PE;448.2
CE;610.9
PE;716.6
GO;538.4
RJ;686.5
MA;426.8
SE;
RJ;467.7
RJ;
CE;
SP;476.2
SP;398.9
RJ;620.7
SP;
RN;483.1
SP;589.3
RJ;635.5
CE;516.8
MG;556.9
PA;
CE;629.8
RJ;603.4
CE;446.7
PB;
MG;663.5
SP;
PE;
ES;
ES;745.3
DF;378.6
CE;716.9
BA;564.0
MG;537.9
RS;441.7
RJ;543.9
RN;466.0
MA;
PR;
SP;664.0
SP;626.1
RS;623.2
SP;
RJ;512.7
PE;634.9
RN;379.0
PI;471.5
SC;738.3
SP;
PI;
BA;671.2
SC;640.3
SC;567.2
PA;576.9
SP;465.9
SP;849.5
RN;418.5
RS;
RS;541.5
BA;367.0
BA;490.4
PR;440.6
MG;596.9
MS;531.9
SP;714.6
PA;399.4
PB;452.5
MA;392.3
SP;860.0
AM;
MS;557.7
MG;
MG;451.6
PR;431.9
AC;564.5
MG;689.8
PA;539.3
PR;673.2
BA;
CE;
ES;591.4
RJ;410.9
RJ;577.1
RN;525.6
RJ;402.9
ES;
PA;
RJ;660.2
MA;412.6
RJ;
AM;457.2
MA;355.0
CE;
SE;428.0
MG;657.1
PE;
PA;606.1
BA;457.4
SP;
PI;525.4
AL;381.6
MG;
PR;465.4
RS;625.6
RS;
PA;497.2
MS;526.2
BA;454.2
SE;380.2
PB;437.0
RJ;
PA;
RJ;
BA;485.2
DF;551.0
SC;
SP;374.6
GO;607.0
SP;630.4
PB;393.2
TO;
AL;
AC;655.4
SP;480.5
BA;417.7
CE;
AM;511.4
PA;376.1
MA;343.9
MA;442.3
PB;367.9
PA;468.5
BA;548.9
CE;718.9
RO;400.0
CE;756.4
CE;823.5
MA;611.7
SP;597.1
SE;647.7
SE;420.5
SE;
PB;
PI;
PR;
MS;510.5
AL;
PA;
MA;465.4
PA;
RN;
RS;416.6
GO;
SP;495.5
AM;564.6
SE;
BA;
CE;461.5
MG;361.3
PR;603.9
AM;
MG;526.9
RS;
MA;572.5
SP;
RN;
ES;
RS;
SE;499.7
PA;790.0
SP;413.8
RJ;462.3
MT;
CE;687.8
MA;
PI;422.4
PA;412.2
MG;588.5
PR;667.8
SE;435.1
MT;433.0
RJ;607.0
CE;
MT;
MG;
PE;707.4
AM;500.5
BA;629.5
SP;607.6
GO;471.7
AL;
RJ;
PA;
MA;
SP;553.1
PR;
BA;687.2
PA;404.1
PA;
SP;444.2
RJ;
DF;463.4
SC;474.1
CE;
PE;513.1
AM;
PB;595.9
PI;415.3
PA;
PB;395.5
PI;414.7
SP;444.3
CE;716.8
BA;557.9
PA;547.5
SP;
MG;535.5
SP;552.3
BA;547.2
BA;
SE;
SP;
SP;
SP;
SP;
RJ;
RJ;380.3
PR;645.6
MT;610.6
PE;690.3
PE;
CE;656.8
RJ;425.5
SC;543.1
RS;
SP;
GO;778.8
MG;578.7
GO;737.7
BA;486.0
MG;
PA;545.8
MA;
SP;645.1
SP;540.6
SP;497.5
PB;536.9
MG;669.9
BA;397.8
PA;
PB;
RS;576.4
SP;
MT;433.4
SE;456.8
AM;414.0
CE;430.8
SE;585.6
AL;
MA;
PA;
PA;468.5
MA;
PA;482.0
PB;
CE;368.5
MG;587.9
SP;505.0
MA;579.0
SE;477.5
SP;
MG;555.0
PE;
PE;
MG;910.0
RJ;527.3
DF;608.0
BA;393.8
MG;517.1
SP;612.5
SP;
ES;
SC;
MG;633.3
MT;
CE;
CE;646.3
MG;654.6
SE;
BA;636.4
SP;473.5
SP;
PI;401.7
PA;591.9
BA;634.0
RJ;
MG;408.0
CE;
SP;516.9
MT;
PA;740.1
PA;561.6
SE;560.8
RJ;414.4
PB;751.1
MG;
RJ;
PR;585.1
SP;655.7
CE;
GO;
RN;542.7
RJ;612.2
SE;
BA;518.4
PI;
MG;743.1
BA;467.7
SP;506.5
RJ;
PR;
PB;436.9
PA;446.8
AM;390.8
SE;480.3
BA;470.3
PA;493.1
CE;
PE;541.0
PA;418.5
RO;705.3
RS;534.1
BA;571.2
MG;
PA;784.5
GO;504.4
MG;653.7
BA;666.5
BA;495.4
PE;723.9
RN;477.4
SC;491.8
RJ;462.1
PE;614.6
SP;424.2
MG;649.8
RS;
PE;578.8
MT;606.1
AC;
BA;381.1
MG;664.4
RJ;388.1
BA;404.9
MG;622.8
SP;627.6
PB;
BA;396.2
PE;543.9
GO;
SP;
RN;471.6
AC;
MA;381.8
PR;
CE;502.9
PA;558.4
PE;
CE;357.5
BA;373.8
RN;
RJ;660.4
CE;575.7
PR;591.1
ES;
CE;696.1
CE;492.7
CE;521.6
MG;767.5
MG;456.2
PA;
PB;512.9
MA;855.2
AP;
BA;690.3
BA;369.6
RJ;585.0
TO;
RS;
MG;775.2
SP;386.6
SP;
CE;625.0
PE;
SP;354.3
GO;642.0
SP;726.3
PB;
BA;
RJ;
GO;513.0
ES;706.2
SP;
RS;366.5
GO;
RJ;883.6
RJ;
TO;689.8
CE;463.0
SP;751.2
SE;
MT;534.2
SP;
SP;476.2
MG;365.0
DF;368.0
SE;455.9
PA;724.9
GO;608.3
PA;600.5
SP;585.0
GO;611.3
CE;479.5
BA;634.2
PA;418.0
PA;579.7
PA;421.2
PR;476.0
SP;660.8
SP;666.6
PA;447.2
AL;557.8
PB;633.3
CE;
MA;462.3
PA;529.1
PB;896.5
SP;600.5
MS;
MG;583.5
AL;379.4
BA;381.0
PA;596.7
RN;650.9
BA;399.1
RO;631.5
SE;572.4
RN;665.8
PA;641.0
AL;491.3
CE;
AP;
RJ;531.1
PE;365.9
MA;535.4
SC;835.0
GO;386.5
MS;
SP;360.4
MA;
PA;489.9
CE;508.5
CE;
PE;617.4
PA;497.1
PA;414.9
BA;
SE;
ES;
MA;391.6
CE;449.6
ES;487.1
BA;476.2
SP;
PB;571.3
CE;390.5
SP;880.9
PB;
RJ;560.9
CE;540.9
MG;
GO;479.3
SP;572.0
GO;548.4
AM;450.2
PI;440.2
PR;746.6
BA;602.2
PA;542.2
RN;
SP;591.0
RO;466.6
AL;527.6
SE;444.8
CE;526.2
SP;714.4
PR;609.6
BA;381.1
PE;670.3
PB;624.3
BA;367.4
GO;608.0
BA;424.0
CE;513.1
DF;501.5
MA;544.5
PR;457.3
AP;
MT;
MS;599.3
RJ;760.2
RJ;
RJ;574.4
RN;
RS;671.2
BA;494.5
MG;584.0
SP;
CE;688.0
RS;731.1
SP;364.4
PB;417.5
SP;765.5
PE;386.8
MG;636.6
SP;
PE;529.0
SC;640.7
SE;468.4
RS;675.1
PE;607.4
SC;675.7
PE;584.5
SP;
BA;460.6
PE;493.2
RN;
SP;647.3
RJ;618.2
RJ;461.5
RJ;580.0
PE;457.3
MA;597.4
PE;367.3
MA;
ES;
PA;561.2
SP;
MS;
AL;405.5
PE;664.1
PA;506.7
MG;448.5
BA;436.0
SP;627.9
MS;450.4
PA;534.9
PR;402.7
GO;525.0
AM;
CE;591.5
PI;457.1
AP;569.9
MG;830.7
SP;535.3
GO;
ES;751.1
CE;420.2
MT;462.0
MG;554.8
RS;696.4
RN;556.6
RN;
AM;
CE;612.9
RN;
RS;
SP;591.4
AL;451.5
CE;
TO;
GO;476.0
RS;433.6
PI;
SP;734.5
PE;
AL;
MG;532.3
PI;
MG;471.7
RS;565.3
PE;453.6
BA;594.3
RN;377.1
PR;562.6
ES;713.4
MA;510.1
RN;761.6
PI;754.5
RJ;434.0
PI;403.4
PE;361.4
RJ;426.4
RN;450.3
BA;492.6
PR;488.5
CE;414.2
RN;
SP;658.3
RJ;581.0
BA;703.5
MG;
CE;618.5
AC;
ES;458.7
PA;645.4
BA;514.7
PR;501.6
MG;601.9
MG;573.9
BA;349.7
SP;610.6
AL;407.2
CE;550.9
SP;592.8
BA;
PA;505.9
SP;601.3
AL;426.8
RJ;597.0
PE;539.2
SP;
MT;629.3
PE;421.0
PR;
RJ;590.8
BA;413.3
PI;
AM;460.5
CE;695.5
RN;630.6
AC;516.6
PI;
RO;
SP;607.2
SC;589.0
PE;430.5
SP;493.1
MG;663.4
AM;373.7
PE;390.1
SP;718.4
PA;621.5
SP;497.3
RS;
SP;
SP;477.0
BA;393.0
PA;674.9
RN;
BA;567.3
SE;547.2
MG;834.6
MG;446.3
SC;712.2
SP;650.1
PA;440.1
BA;
RO;
SE;799.1
PA;498.4
RS;707.4
PE;
PA;436.2
MG;748.9
MA;666.1
PI;441.2
RJ;488.8
RS;
GO;
RS;430.1
RN;544.1
CE;431.7
BA;619.1
PR;
SP;397.8
RJ;
CE;601.3
GO;507.9
PA;503.8
GO;648.1
BA;
SP;
CE;
MG;769.7
DF;381.2
CE;401.5
MA;520.5
PB;385.4
PA;675.6
CE;682.2
PE;626.7
PI;506.3
BA;396.2
PR;443.9
SP;811.0
BA;
PA;441.9
GO;
GO;
AL;483.7
PI;
RS;506.1
BA;459.0
MG;374.8
MG;755.6
RN;
BA;633.3
PE;448.8
BA;
CE;400.8
RS;377.6
RO;529.0
AL;502.7
RJ;481.0
GO;611.7
AM;
MG;
BA;465.8
BA;515.6
BA;424.6
PA;341.2
PE;429.8
PB;449.4
SC;632.6
SP;
AM;
PA;501.2
CE;569.5
PA;434.0
BA;501.5
SP;363.3
MG;
RJ;582.7
CE;
MG;
BA;
CE;517.1
RJ;395.0
CE;476.4
PA;407.7
AM;
BA;
RN;
MG;
SP;638.3
PA;642.3
CE;588.0
BA;535.9
CE;470.6
PE;
PA;469.6
CE;432.7
PB;445.2
AL;550.0
PE;
BA;
BA;614.0
SE;581.1
RJ;
SP;
BA;427.2
SE;559.0
CE;379.4
PI;389.0
BA;
AC;421.4
GO;494.3
GO;494.6
PB;366.9
BA;494.4
SP;486.6
PR;
SC;652.7
RJ;461.3
MG;395.9
CE;437.3
MG;593.4
MA;547.7
CE;795.5
SC;363.3
MG;623.4
PI;
SP;350.7
PA;632.8
PB;
TO;430.6
CE;524.5
MG;861.2
CE;456.7
RS;653.4
CE;438.3
MG;669.1
SC;595.4
SP;
MA;486.1
RJ;540.1
SP;569.0
RJ;
SP;394.3
BA;597.4
PA;449.3
AM;352.4
RJ;
RJ;632.0
SP;381.3
RS;420.4
GO;
RJ;
CE;539.4
MA;480.0
TO;464.2
RJ;
MG;789.9
SE;530.3
CE;492.8
SP;
SP;439.7
SP;
TO;484.7
PE;
RJ;
AM;447.3
MT;656.1
PA;426.8
PB;510.1
MA;842.2
PB;
RN;
PA;557.0
PA;429.5
AL;
BA;399.0
RR;
GO;867.8
PB;753.4
SE;
RJ;461.6
GO;416.7
MG;830.8
PA;
SP;644.5
MG;496.1
MS;
PE;
BA;794.4
RJ;511.2
AM;
AL;
RR;646.6
SP;363.1
SP;704.3
RS;537.6
MA;513.6
CE;627.9
DF;785.1
DF;
PA;438.4
PI;
PB;370.7
SP;504.6
AL;
MT;665.7
BA;541.9
PA;
GO;586.5
PA;
SP;
PA;
BA;
PI;339.6
GO;644.7
RR;577.8
BA;
PA;673.5
PE;865.1
MG;
BA;589.1
MG;620.3
RJ;
SP;469.9
CE;512.0
BA;506.1
SP;784.6
MA;
MT;481.4
CE;525.5
GO;471.2
AL;453.2
MA;450.1
SP;531.3
BA;
SC;575.3
CE;523.9
SP;628.8
PE;456.5
RJ;
SP;658.6
BA;
MA;449.8
SP;
PB;
PE;
CE;522.5
AM;
MA;459.9
BA;
SC;689.5
MA;469.0
CE;702.4
PE;437.1
PA;549.6
SE;750.7
BA;
SP;566.5
SP;371.6
RS;599.6
SP;
PE;
PR;467.8
MG;685.9
MG;693.5
MA;
PB;483.1
RS;460.6
GO;
RN;874.9
ES;668.3
RS;
RJ;
GO;601.0
PE;420.0
SP;
PA;
GO;
PI;556.3
MG;
SP;
SP;
BA;
PE;
SP;
SP;552.9
SE;543.9
PB;349.6
SP;568.2
PA;763.5
BA;
PB;
MG;557.2
CE;528.2
SP;
PA;489.7
BA;458.3
CE;467.4
MG;
SE;380.6
BA;
PE;473.1
SC;434.5
BA;418.2
MT;647.3
PA;436.6
PI;431.6
BA;
SE;
RS;656.0
MA;594.3
RJ;682.3
RS;
PE;676.8
SC;611.3
BA;
SP;698.5
SE;663.6
AM;
RJ;563.2
PE;
ES;470.0
SP;552.2
MT;523.2
RS;
MG;604.0
PR;
RJ;633.1
PA;469.9
PB;358.6
PA;
PE;
CE;
GO;417.8
PI;561.8
SP;847.2
PB;
PE;513.4
RS;570.7
SE;613.5
CE;572.2
SE;557.7
DF;574.7
SP;646.3
DF;596.0
SC;575.2
PB;749.2
SP;
MG;554.3
PA;
CE;
MA;
MT;592.4
CE;579.5
PA;479.5
RS;619.9
MG;
RN;644.2
MS;
PA;373.9
MS;470.8
CE;
SP;
RN;606.8
SE;665.1
CE;635.8
SP;540.7
RO;455.6
AC;
BA;684.3
MG;
BA;522.4
SP;
BA;465.0
MA;672.2
MG;638.4
PA;552.4
BA;520.8
MA;558.9
PA;513.6
SC;
SP;
CE;532.3
RJ;415.5
SP;508.4
MG;627.5
MG;
PB;608.7
SP;
RN;
SP;403.1
PA;598.4
RS;414.0
MA;
PA;647.1
CE;493.2
PA;
SP;354.9
MT;
DF;
PR;523.6
SP;598.5
PA;476.7
BA;470.6
MG;488.6
