SG_UF_PROVA;NU_NOTA_MT
PA;
BA;720.5
SP;648.2
SC;
SP;604.9
PR;565.5
SP;554.0
BA;659.5
SE;411.9
MG;611.1
RS;507.1
MA;
RJ;
MG;688.9
CE;482.2
GO;618.9
PE;
CE;
GO;808.5
PA;559.5
MG;550.1
SP;476.4
DF;
MG;569.7
RJ;470.2
RJ;
BA;
PB;468.8
PB;
MT;386.9
PB;
RS;442.4
RN;374.9
SP;
AM;374.2
RN;
RJ;435.2
MG;389.2
SP;
MG;649.8
CE;
SP;686.8
RO;509.2
BA;
SP;704.9
RJ;728.5
MA;648.2
RJ;407.4
RJ;665.5
RS;731.6
RS;337.1
PA;607.9
MT;
PA;
PB;
TO;667.0
CE;373.3
MT;493.1
TO;444.4
RS;
SP;734.3
DF;535.4
PE;
PA;419.6
CE;625.6
BA;
BA;418.8
RJ;
SP;
PI;
SE;507.9
SP;
MS;427.4
RS;
RJ;516.3
PE;546.7
SP;
MT;500.7
BA;396.2
MG;451.2
PI;419.1
MG;
BA;
CE;447.2
MG;614.0
SP;
RS;467.3
PE;388.4
RS;651.7
MA;386.5
SE;503.2
SP;
PB;414.2
RJ;346.4
PA;679.0
BA;562.2
CE;
MA;394.1
PA;
RN;
PR;561.5
SP;
AL;624.0
PE;
MG;
MG;
MG;643.7
CE;461.6
SE;588.0
ES;749.8
SE;575.1
BA;583.0
MA;
MG;
PA;698.4
SP;367.6
PE;553.7
SP;720.9
MS;
PA;
SP;719.4
RJ;
RJ;384.7
PE;481.4
RO;520.9
SP;681.9
CE;
RS;462.8
RS;
CE;457.6
PA;344.7
PE;432.6
MG;545.8
SP;601.9
PE;502.0
SP;
RJ;
RJ;608.0
AM;548.0
SP;
SP;
AM;427.3
PE;
RJ;
BA;
RS;
SP;600.3
MA;
SP;
PA;
SP;634.7
RJ;369.3
ES;839.2
PE;
RS;535.0
PA;
SP;656.9
SP;
SP;635.8
SC;
PE;527.1
RJ;
SP;628.6
SP;711.9
MT;
PA;584.1
AP;554.1
SP;
SP;
SP;
BA;581.6
MA;548.9
RN;771.4
MA;462.4
MG;626.5
MG;
AL;465.7
SC;665.2
SP;
BA;438.6
SP;
MG;
PR;
PA;485.4
SP;480.1
PR;
MT;
SP;522.9
PI;675.3
PI;
BA;
DF;
AC;679.2
PI;393.3
SP;716.8
RJ;584.8
SP;714.0
PE;636.3
MG;397.1
CE;
SP;688.3
RN;
MG;
RN;581.5
SP;
SP;405.7
GO;459.9
RJ;508.7
MG;470.0
AL;877.2
GO;
MA;
PE;
MA;
BA;512.3
PR;337.5
PB;664.1
SP;412.7
SP;
SP;429.8
TO;
CE;564.2
MG;595.4
MA;
BA;375.6
PA;374.0
AC;601.7
SP;538.1
BA;703.1
ES;584.6
PR;379.7
GO;
PI;427.5
BA;596.3
MS;544.3
SP;458.9
MG;408.0
PA;
PI;830.3
SP;772.1
CE;
BA;
SP;691.1
CE;517.1
GO;581.3
SC;
PI;557.4
BA;776.9
CE;657.2
RJ;565.5
PR;
CE;
GO;
PA;441.9
RN;500.1
BA;374.9
TO;550.3
PR;536.2
MA;
CE;746.2
MG;595.6
MG;396.0
CE;485.0
SE;475.9
CE;424.6
PR;623.7
RS;
CE;616.7
PB;492.6
SP;
PR;682.1
PB;
SC;576.9
MA;495.3
MA;533.4
SP;
RS;
PI;
AM;
RS;545.7
RJ;687.4
SP;
PA;435.6
RO;
RJ;
MG;644.1
PB;522.5
RS;
PA;387.0
RJ;438.4
MG;
MG;
PI;
RJ;826.6
MS;
AM;
SP;392.5
SP;471.7
PR;466.7
SP;688.2
RJ;398.7
GO;
RO;
MG;684.7
MA;361.3
BA;
RS;382.2
PR;439.4
PA;453.1
CE;
CE;
AL;419.9
BA;378.6
BA;406.5
SP;616.6
PA;413.6
GO;374.0
PB;742.0
MA;658.0
SC;512.1
SP;467.7
RJ;404.8
BA;
RN;516.9
PA;348.6
PB;
SP;483.4
AL;723.7
SP;532.4
PR;
CE;719.7
BA;705.9
TO;
SE;514.8
MG;422.7
PR;
PA;549.4
DF;639.0
MG;
PA;486.6
MA;491.0
PI;
BA;
PB;556.9
SP;
SE;
PB;465.8
RJ;
RS;631.7
SP;611.4
TO;910.5
SP;
AL;513.3
PI;554.9
RJ;442.1
PB;356.1
PB;390.7
SP;
BA;488.7
BA;
ES;
MA;341.8
PE;503.9
CE;
MA;
PA;349.2
RN;538.9
ES;507.1
CE;699.2
RJ;
MT;
PR;
PE;728.5
CE;632.9
MG;
MS;565.1
RJ;
SE;
GO;483.0
CE;370.7
SE;468.4
AL;698.0
RJ;
BA;492.5
MG;
BA;
PE;450.2
MA;
SP;547.2
RN;383.4
PI;436.8
CE;644.0
BA;
RJ;
RN;512.6
MS;783.7
PE;829.1
RJ;
MS;
MG;516.1
PI;497.4
CE;
MG;
DF;788.4
MG;508.8
SP;
BA;
PA;486.6
TO;446.4
MA;762.2
MG;
PE;
PB;
RJ;
SP;556.0
MG;455.1
SP;438.6
RN;544.2
CE;516.7
SP;
MG;
BA;475.6
SE;692.7
ES;370.5
MG;463.2
SP;
BA;704.7
SP;461.7
SP;610.6
PR;818.7
BA;
RJ;
MS;445.6
MG;530.5
CE;
RJ;
SE;
CE;552.4
SP;739.2
CE;
PE;376.4
SP;624.2
BA;714.0
PB;711.3
PA;551.0
MG;
GO;
RO;
BA;483.2
PA;
MS;630.3
ES;497.5
RJ;671.8
SE;
RJ;
RJ;
MG;567.2
CE;377.9
PA;
BA;
SP;490.9
SP;747.6
PA;413.4
BA;
PE;704.3
PR;
RJ;820.4
BA;
MA;406.1
PA;
PB;637.6
SP;
MS;758.5
SE;
MA;346.8
BA;
MA;420.8
PR;471.4
SP;
GO;847.1
PE;527.1
MS;498.5
SE;
PE;558.9
PA;
PB;653.4
RJ;347.7
BA;
PA;
BA;
AL;865.8
PR;502.9
PA;
MT;676.3
RS;558.2
CE;445.4
CE;
SC;
MG;
AM;460.5
PA;420.1
AL;
SP;
PB;472.1
CE;507.2
MG;686.2
BA;
MG;628.1
RS;627.5
PA;
CE;
SP;
RS;587.5
PI;829.6
BA;661.5
MS;746.5
MT;
PI;
AC;368.3
PE;
SP;418.1
TO;365.4
PB;720.0
MA;420.9
SP;685.6
DF;617.2
MA;
PB;438.8
RJ;603.5
SC;359.8
RJ;699.5
CE;570.2
BA;349.8
MG;410.3
CE;476.0
MG;730.0
SP;
PA;
SC;410.7
BA;556.5
SE;542.9
MG;523.1
SP;
RS;
SC;534.7
PI;
MS;560.8
MG;789.8
BA;359.6
BA;357.6
CE;433.2
RJ;591.2
SP;477.7
RJ;419.3
RJ;562.4
SP;
AC;659.8
BA;
PA;
BA;
SP;
SP;
PR;783.8
SP;
CE;
MA;455.6
RN;847.4
MG;469.2
PA;
MT;375.7
RN;687.8
MS;584.4
BA;629.2
GO;434.8
SP;511.8
PA;530.4
RJ;844.7
PA;495.1
MG;
RS;
DF;527.3
SC;337.0
CE;617.5
CE;396.3
BA;494.1
MT;331.4
PR;645.3
RO;548.1
RR;516.1
RN;373.8
PE;
MG;401.1
MG;376.1
SP;
SP;534.6
RJ;798.5
BA;418.6
SP;743.9
MG;531.4
ES;
MG;596.7
PI;397.8
RS;475.3
AM;399.0
CE;497.1
PB;389.3
SP;
SP;382.7
RN;396.4
GO;
PE;
RJ;673.2
SP;576.5
RN;
BA;
RN;341.3
MA;
PR;
DF;481.6
CE;829.8
CE;
MT;
CE;
RJ;
MG;429.7
SP;547.9
SP;557.8
RJ;
TO;551.6
SP;646.0
SP;812.2
AC;
MG;554.8
BA;
SP;461.6
AM;
SC;
GO;
RJ;464.1
MG;793.0
SP;
CE;
SP;432.5
RJ;479.3
TO;414.8
MG;396.7
PI;
AL;863.2
MT;707.9
RS;
MT;395.4
AM;618.3
SP;621.7
RJ;
RJ;468.5
PE;
CE;
MG;
TO;
RJ;867.7
BA;
MA;716.9
MA;
SP;
PR;
CE;
SP;
RJ;678.5
RJ;422.1
MG;
RJ;410.9
BA;510.9
SP;
RS;399.0
GO;638.4
PA;
GO;379.4
CE;386.8
SP;
RJ;
GO;
GO;473.6
RJ;630.5
PA;454.1
RJ;
RJ;
PA;
GO;
RN;
ES;
AL;478.3
PE;400.9
SP;
PE;
RJ;
MG;494.4
RJ;722.6
MG;474.7
MG;690.1
SE;391.2
PE;616.5
SP;405.3
PA;560.6
CE;
BA;
RO;661.4
SP;672.9
RS;781.4
CE;
PI;558.7
SP;
AP;
RS;
RJ;691.4
BA;360.8
SP;532.6
PB;380.0
SE;570.8
AM;398.3
CE;
BA;
GO;
MG;760.9
TO;385.9
RJ;
MG;710.1
PE;339.0
GO;635.1
PA;407.7
RJ;630.7
GO;474.9
SP;514.7
ES;690.6
PR;
BA;
RJ;
RJ;744.0
AL;
MS;388.0
AM;428.0
SE;
AM;
MT;
BA;
MG;
ES;
RJ;567.5
BA;742.0
PR;670.8
PA;424.5
MA;573.0
GO;704.8
CE;567.4
RN;331.5
PA;829.2
DF;
PA;387.7
MA;
MA;405.7
MA;
PE;529.6
RJ;
SP;
BA;
PA;505.8
RS;
BA;635.0
MT;547.9
RS;344.8
BA;331.3
RJ;
SE;
SP;741.4
SE;
SC;
PE;
SP;
MT;389.5
RJ;
PR;393.7
DF;693.2
PB;385.8
MA;465.8
SP;
SP;
BA;558.2
RO;469.6
RJ;
AC;416.2
DF;
MA;
BA;
MA;333.5
BA;445.6
CE;838.4
SC;512.6
MG;715.1
RS;463.4
SE;421.9
SC;431.2
ES;534.2
PE;459.1
MG;
SP;620.8
MS;664.1
MG;496.7
GO;398.4
MG;682.7
MA;
RS;
MA;415.8
SP;
MG;719.4
RJ;629.4
RJ;611.7
SP;
RN;343.8
PE;663.9
CE;
PR;690.9
MA;363.7
MT;503.5
BA;536.2
MG;
GO;464.7
RJ;509.0
MG;
SP;
DF;516.9
GO;412.1
SP;
SP;
BA;425.3
PA;
PA;501.8
PA;394.5
DF;337.9
RJ;380.2
PE;382.0
MA;773.9
BA;
RN;632.0
CE;
RJ;
AM;392.3
CE;527.1
SP;
RJ;509.3
MS;514.0
SC;445.6
PA;526.2
GO;
SP;428.1
PA;
BA;414.8
AP;
GO;
GO;
RN;
SC;573.4
SP;625.8
RS;639.9
SE;
AC;415.1
BA;683.6
CE;618.6
RN;508.8
ES;703.5
MG;671.2
PE;
BA;
MA;785.1
AC;
MG;634.0
RJ;
BA;580.7
SP;
SP;
PA;436.1
SP;
MG;392.8
RN;451.9
AL;
MG;618.1
MA;623.7
RJ;694.6
RS;628.2
SP;524.6
RN;447.0
MA;817.1
GO;560.7
MA;380.0
SP;
PE;
PE;
MS;
BA;481.6
RJ;449.6
CE;447.5
AL;447.9
SE;548.1
RJ;569.2
SP;473.2
GO;531.8
PR;666.1
SP;391.2
PA;
CE;
PR;
BA;
SP;
PA;447.4
RS;
MG;366.2
MG;613.9
RN;
CE;630.0
PR;
SP;558.7
ES;479.9
MS;
MG;389.3
PR;
GO;
GO;
RJ;585.1
SP;
AL;
PE;483.1
MG;560.1
RJ;718.5
PB;491.1
PA;
MG;637.9
CE;435.7
PE;
RN;545.0
CE;459.3
SP;486.1
BA;606.2
BA;
SC;
PE;496.8
MA;
BA;
CE;811.3
RS;514.8
MT;393.7
BA;
RJ;
SP;
RJ;528.9
CE;560.6
SC;653.1
MG;
BA;
RN;
SP;491.8
MS;
CE;471.2
RS;
MG;
DF;463.6
PE;458.8
PA;730.2
SP;
PA;568.5
MA;818.3
BA;491.5
SP;
RJ;546.3
MA;598.6
RN;
TO;482.9
CE;451.4
MG;653.6
PA;714.4
SP;
MG;476.0
PI;
PI;
SP;449.3
PE;336.9
RN;
PA;392.5
CE;
SP;642.9
MG;783.3
PB;428.5
PA;
RJ;403.7
PA;357.2
MG;611.7
PI;506.6
MG;
CE;459.6
SE;495.9
BA;602.2
PI;
RJ;507.7
SE;433.0
RN;578.5
MA;
RS;702.1
SP;698.1
RJ;
CE;450.3
SP;561.1
SP;683.1
PB;533.4
BA;615.6
PR;579.5
ES;819.0
SE;401.5
AL;
CE;
RS;645.4
SC;
PR;
PB;576.3
MA;376.4
SP;752.7
PA;556.9
PE;552.3
MG;559.6
SP;454.2
ES;
SP;
SP;
TO;
PB;420.8
GO;
ES;
RJ;
BA;446.7
PB;512.2
CE;
SP;455.6
SC;
MG;
MT;403.3
MG;587.1
GO;
SP;397.7
BA;
MA;
AM;
PA;575.8
RJ;697.1
SC;570.3
AL;615.1
SC;415.4
PI;791.1
BA;
PA;
CE;
BA;539.4
PA;
RS;
SP;494.6
BA;
PR;568.3
MG;
MG;
MG;
TO;
PR;747.3
SE;587.3
PE;448.6
BA;740.3
RJ;684.3
MG;
SP;592.4
MT;
RJ;682.4
TO;
MT;427.1
AM;692.1
BA;
MG;
PB;354.7
RJ;554.3
RJ;409.7
MA;383.1
CE;671.7
MA;553.6
SP;
BA;567.7
SP;416.6
PA;
AM;
BA;519.6
RJ;
ES;646.9
GO;
SE;435.4
RN;
BA;437.5
BA;
SC;
SP;
GO;457.4
PE;793.4
RS;489.4
RS;
PA;
SP;645.9
SC;
SP;
MG;
SP;
MA;
CE;
MA;654.1
MG;571.3
SP;
CE;
PA;
AL;576.3
TO;
CE;
CE;
PB;705.8
SP;371.6
SP;
RO;
PR;584.3
PA;623.5
BA;
CE;
BA;702.3
MT;544.4
PE;554.6
MG;
PA;
MG;697.5
ES;410.5
ES;
PI;348.1
BA;525.1
ES;437.1
RJ;
GO;448.6
SE;
SP;
PI;
RJ;
GO;570.9
BA;
RJ;
MA;608.9
PE;488.8
PB;669.8
MS;474.9
RJ;447.5
SC;494.5
GO;457.8
PE;514.9
RJ;505.6
RR;597.9
MG;832.0
PI;429.0
PB;623.2
SP;
SP;541.1
RJ;745.2
CE;434.8
MA;440.3
PA;467.0
GO;514.6
MG;504.2
MG;
PA;411.4
AM;630.0
AM;416.1
MG;
SP;385.6
MG;344.3
SP;
MG;713.5
CE;403.9
PB;
RR;547.0
SP;489.9
RO;
PB;
SE;
SP;572.8
MA;664.5
SP;
MG;586.3
MS;428.3
SE;
SP;630.8
RS;
DF;455.9
GO;
DF;371.5
SP;516.8
PA;
PA;360.1
MT;
RJ;403.0
RS;481.5
RN;458.6
BA;560.6
AM;
SP;559.4
MA;
MG;406.0
SP;639.8
MG;784.9
SC;
MG;
GO;564.3
RS;545.2
AL;
AL;
PE;339.1
PB;
MG;427.0
PB;
BA;588.8
MA;
CE;351.9
DF;442.8
MG;421.0
SP;681.7
RJ;671.0
MG;391.9
PE;459.5
BA;573.4
SP;445.2
PR;638.5
SP;854.6
BA;454.3
PI;417.3
BA;
MT;
MT;428.2
RJ;577.3
AL;634.3
CE;455.8
SP;600.3
AM;
PA;479.0
SP;
CE;585.5
MG;608.7
PR;633.9
SP;467.1
MG;
PE;522.9
AM;447.9
MA;
SP;823.8
SP;
GO;521.6
SE;640.1
CE;
PA;
BA;494.9
RJ;415.9
MA;351.8
MT;354.0
BA;
SP;
PB;356.7
PA;
MG;
SP;613.5
MS;
RN;553.5
PB;
RS;
PI;405.9
SP;
GO;
RS;563.5
BA;718.2
PB;
SP;
SP;638.7
AP;
CE;
PE;383.3
RJ;696.2
MA;585.0
AP;
SP;525.8
PB;
AL;
SP;431.2
SP;551.1
CE;396.6
GO;
CE;339.2
SP;
PB;
PA;507.1
PB;415.6
PE;
SC;416.4
SP;
CE;602.4
RS;607.9
MG;493.5
PA;424.6
SP;455.6
DF;404.8
AM;
CE;
AM;
SP;544.1
BA;424.6
RS;
PA;407.7
MS;
SE;611.6
GO;
AM;
PA;
SP;409.6
PA;490.9
RS;607.1
BA;579.3
AL;464.2
CE;425.1
RS;462.4
RJ;411.9
GO;
RJ;
PA;367.7
MA;532.3
BA;395.5
SP;468.0
SP;
SP;849.2
MT;462.9
CE;
PB;378.5
AL;
GO;
PE;
SP;442.7
MA;555.9
PA;
PA;
RJ;592.1
RO;
RS;396.0
BA;416.2
MA;
BA;
AC;458.6
BA;488.8
PB;832.4
MA;525.9
SP;
AL;
BA;543.6
CE;
RJ;
CE;503.2
SP;
AC;638.7
MT;416.9
CE;
RN;734.0
PR;652.7
MA;549.5
CE;508.4
PE;389.1
MG;
PE;403.5
MA;469.0
AL;
MG;
SP;
RO;
BA;428.8
CE;515.7
MA;
PR;450.1
PA;498.4
PI;465.4
RJ;
PA;
SC;529.2
CE;
BA;
MT;
MG;
RJ;
BA;558.6
RJ;
GO;
SP;
DF;
PA;383.0
CE;
SP;
MS;399.2
PE;471.8
PB;666.9
GO;538.4
SP;963.6
SP;
CE;
SP;475.0
BA;542.6
BA;509.4
BA;399.4
RS;474.2
SP;481.2
BA;496.4
CE;
AM;608.4
PE;408.3
RJ;354.8
MT;447.1
MA;
BA;490.8
PB;
CE;554.8
GO;574.6
CE;
PB;
SP;
PE;393.1
PA;409.9
CE;550.7
AM;
BA;491.0
PE;
PR;
SP;
BA;401.0
PI;764.3
BA;617.9
SP;339.4
PB;629.5
SP;
RJ;591.6
BA;
MG;380.7
PI;
CE;502.4
MG;563.3
SP;471.2
PR;
RJ;558.5
PA;610.1
SC;
PA;431.8
AM;
MA;379.2
SP;
BA;
CE;
MG;821.6
ES;604.2
GO;654.8
PI;421.2
PR;556.9
PA;574.6
AP;439.8
RJ;717.4
PE;576.8
AL;493.4
MG;389.2
RJ;764.6
MG;479.5
PI;443.5
SP;454.9
PE;415.8
MA;516.3
RN;394.3
PB;
SP;469.4
RJ;466.7
PE;
SE;539.0
PA;522.8
MT;
RS;
SP;
RS;342.0
BA;
BA;481.7
SP;
PA;
PA;408.2
DF;
AL;
PR;673.8
SE;599.1
RN;
BA;474.7
RO;452.6
AP;493.1
RJ;
CE;470.7
SP;
CE;613.6
RJ;425.4
GO;
SP;607.4
MG;
PB;421.7
RJ;461.8
SP;351.3
MG;566.9
RJ;646.0
SP;
RN;479.5
MG;626.3
SP;628.4
RN;359.2
MG;677.2
RS;501.3
PI;578.7
PA;
CE;783.8
PE;
SP;
GO;471.3
MT;477.0
RJ;571.8
RO;508.9
MA;347.0
PE;
SP;571.1
RJ;
MG;690.8
RO;377.6
SP;492.7
PB;362.0
RN;498.4
MG;472.3
MG;456.2
MG;
DF;
RJ;678.9
ES;467.5
CE;
RJ;339.6
CE;428.2
PA;
SP;
MG;652.2
PI;
SC;368.9
GO;
MG;791.6
CE;486.5
PI;431.1
CE;400.7
SC;660.0
RN;
RO;545.4
GO;457.1
MG;723.4
SC;676.9
MS;583.8
PI;656.8
PI;547.4
SP;882.4
SP;
RJ;
RN;361.2
SE;602.3
RN;494.1
RJ;615.9
PE;577.4
MA;
PE;699.1
BA;678.4
SP;
PI;381.7
PA;561.4
SP;
MG;522.8
PB;652.9
ES;448.0
SP;
MG;524.9
MA;557.9
PR;565.8
AP;708.5
PB;
MG;572.4
PA;
CE;
BA;379.0
MG;597.7
PE;347.3
ES;
RJ;571.5
MG;593.9
CE;608.7
CE;
MG;478.3
RS;735.8
RS;
RJ;
PI;487.4
RS;546.7
SP;
SP;
PE;700.8
PR;
SE;517.1
SP;
TO;
RJ;380.5
SP;
BA;329.7
CE;556.5
MG;759.2
RS;
RS;
MT;419.7
SP;
RO;707.3
MA;397.3
ES;645.9
SP;550.4
AM;
SC;500.2
AP;
DF;350.0
RS;
SP;
CE;
CE;437.9
RJ;618.7
AM;387.6
PA;560.7
MG;
SP;
DF;633.4
SP;630.7
ES;
MT;
SP;648.5
PB;
SP;
AM;
PR;392.7
MA;373.0
MA;434.2
PB;
PR;
CE;672.7
PB;
SP;631.6
PI;619.1
PB;
PI;
AL;
BA;337.5
BA;517.4
BA;
BA;424.7
SP;454.2
CE;615.9
MT;
MT;573.2
DF;
BA;
RS;714.0
AL;
SP;
RO;
PI;473.6
GO;
PB;459.4
MG;663.1
RN;352.0
MG;755.6
GO;349.0
RO;561.2
MA;436.7
BA;
GO;469.9
BA;618.4
SP;382.9
AM;397.3
RJ;592.3
BA;521.5
PE;383.6
RS;
PB;329.8
SP;431.5
SP;790.3
SP;
CE;591.8
SP;564.8
PE;419.4
PA;663.5
PI;487.1
MS;
AL;478.1
RJ;552.6
BA;486.6
RJ;827.4
SC;
RJ;697.0
SP;
RJ;
RJ;398.1
RN;
MA;
CE;
MG;
AP;
RJ;
ES;614.5
PB;389.7
RN;442.0
PR;559.4
MG;713.1
SE;377.5
GO;
PI;490.7
RO;
RO;
CE;
SP;
RO;699.7
MG;502.7
MG;389.1
SP;
SE;347.3
MA;418.5
CE;593.6
PR;760.1
MA;
MG;574.5
MS;425.7
CE;
SP;
RJ;
SP;
GO;
SP;336.1
CE;492.6
CE;407.2
BA;345.4
RN;445.8
PB;406.9
PA;365.9
RN;387.4
SP;
SP;402.3
BA;652.6
RN;565.4
SP;508.1
SP;647.7
SP;559.4
RJ;549.7
AM;383.6
PR;
MG;400.3
CE;610.1
RS;478.1
MA;494.5
MG;414.6
PE;
PI;834.6
SE;
PE;332.3
PE;345.9
MG;386.8
PR;622.4
PB;586.3
AM;
RJ;
CE;613.8
PB;522.8
PE;466.4
PR;
SP;
GO;489.1
DF;
PA;
MG;701.8
RN;
SP;554.7
RS;
DF;472.8
GO;414.1
MA;
CE;511.0
MG;
CE;
PA;389.8
SP;455.5
SP;795.7
GO;
SC;
MG;484.5
PI;497.0
ES;452.0
SP;
PR;674.2
CE;
MG;584.6
PE;
RS;479.1
PR;615.8
MG;
ES;391.2
SC;
PA;517.8
PR;
CE;380.2
SP;667.5
MG;491.3
PE;397.6
CE;
BA;
BA;
RN;392.6
SP;527.8
GO;689.6
RJ;622.0
RS;482.2
SP;678.4
RN;378.8
SP;466.2
SP;618.4
DF;674.4
PE;628.1
SC;586.9
RJ;
RN;673.2
CE;
PE;
DF;450.1
PB;426.0
SP;688.2
PE;407.7
RN;645.7
AL;468.1
PE;
SP;532.1
SC;755.1
RN;665.6
RS;787.1
SP;
PA;479.8
CE;331.6
MG;614.7
TO;410.9
RJ;704.0
SP;427.1
SE;
RJ;
PE;623.3
SP;657.0
MG;
SP;
RJ;
SP;602.8
PE;406.5
GO;366.5
PA;588.3
RS;
ES;
SC;667.4
MA;
SP;604.2
MG;579.7
MG;387.2
SP;
AM;
RN;
MG;
CE;549.3
SP;
GO;344.2
PA;622.8
PA;336.3
PA;584.5
PA;456.6
RJ;
PA;476.4
RJ;
SE;
CE;462.9
PB;
RS;437.0
RN;564.9
PB;
RJ;654.5
RS;
RJ;
SP;442.0
MG;624.7
SP;
BA;
MA;422.9
PA;561.5
SP;471.9
RS;
PE;535.5
CE;786.9
SP;572.3
PR;
SC;
SC;396.2
MG;719.1
SP;467.8
PB;
RN;486.1
BA;
PA;
MG;
CE;606.6
CE;578.1
MA;337.0
PE;
PB;370.0
MG;
BA;417.7
PB;752.2
BA;650.9
SP;655.9
CE;399.9
AM;551.7
AL;543.4
PE;
SE;
MG;
MG;
PE;
RJ;645.7
RS;469.0
RJ;617.5
RJ;350.5
GO;
BA;
ES;869.8
PE;
PA;497.0
ES;464.0
CE;
PE;376.9
SP;809.9
MG;
SP;667.8
RS;
RN;
PE;585.2
PE;627.2
DF;665.3
RN;599.2
SC;
MG;
DF;380.7
SE;456.4
PB;664.9
PE;
PA;551.4
RJ;
PE;
PR;770.6
MG;848.9
MA;403.9
PA;654.2
SP;748.2
SP;630.0
SP;726.7
RN;441.7
PA;375.8
PI;467.5
CE;777.5
BA;
PR;
MG;684.9
PE;
SP;
RS;607.7
CE;
BA;
GO;
SP;572.5
RJ;765.0
AM;
AM;503.1
PB;464.3
PB;
RJ;460.1
PE;382.0
SP;575.4
RS;663.4
PR;
RS;807.9
CE;
MS;
CE;
CE;752.0
AL;460.4
PB;
RS;624.4
PA;
MS;646.9
PE;516.7
CE;
SP;
MG;774.4
DF;665.0
MT;
MG;554.6
SP;
AM;
MG;
SE;334.0
SP;620.1
SP;514.7
RJ;
SP;
BA;621.0
PA;
SP;
SP;579.9
CE;
AL;422.9
MA;663.0
SP;773.4
CE;490.6
CE;366.1
PR;518.6
AC;471.6
PE;633.2
SP;456.9
RJ;
GO;
AL;
BA;851.4
MA;496.6
RJ;551.7
MG;579.2
PA;628.5
SP;736.8
PE;372.2
BA;390.4
PI;495.3
CE;662.2
PA;617.9
SE;488.2
RJ;368.4
RJ;656.6
MG;
BA;
SP;335.0
GO;
PA;536.5
SP;
CE;639.6
GO;
DF;736.3
PE;706.9
SP;
BA;
MG;
GO;
RJ;883.0
MG;
MT;520.2
MG;328.4
BA;
MG;
RO;
RS;546.0
PB;519.4
SP;628.3
CE;571.5
RN;623.4
CE;
SP;600.2
PB;630.3
MA;
PR;
PA;
BA;766.0
PA;417.3
PA;376.2
AM;
CE;384.0
PR;483.2
RS;520.5
MG;
RS;
SP;
MG;
CE;
CE;565.0
BA;
SP;663.2
RN;681.7
PA;
SP;663.8
CE;557.7
MG;558.1
BA;
BA;
MG;784.2
SP;
SP;
BA;558.2
CE;
SP;567.2
PB;490.5
DF;
BA;386.8
PA;541.3
PE;
BA;
AL;895.2
BA;457.6
PE;567.9
AP;380.4
MT;
DF;
PR;531.9
AL;399.3
PA;
SC;477.1
SP;
MA;
RS;767.3
BA;387.0
SP;525.7
MA;
MG;599.1
GO;537.0
PA;
MG;
CE;495.7
MG;767.4
MA;570.5
MG;560.4
BA;446.0
RJ;
MG;398.7
MA;422.0
SP;512.5
ES;691.6
PB;503.4
RJ;527.4
MA;
PE;392.1
SE;
RN;637.0
MT;640.0
PA;498.8
PB;590.2
AL;455.2
RJ;498.4
RO;559.7
SE;
SP;424.3
GO;536.0
ES;
SP;723.9
AL;
ES;554.0
CE;
MG;
MA;
MG;
RO;470.8
SE;482.6
SP;715.3
PR;616.6
CE;
TO;663.9
ES;
PR;
PA;436.1
CE;382.3
BA;
MS;382.9
MG;671.8
MA;509.5
PE;563.5
AL;441.4
CE;
GO;
PB;356.9
SP;569.2
PA;442.2
SP;539.5
PE;839.8
CE;
PA;
MS;
SP;
SC;
BA;
SP;722.1
GO;401.4
RJ;
CE;364.0
RJ;
MG;444.7
BA;450.5
PR;
MT;
CE;536.7
SP;477.3
CE;455.1
RJ;
MG;573.5
PB;638.0
CE;440.2
SP;644.1
AL;
SP;602.8
MS;
PE;
BA;
GO;564.5
RS;
RS;592.5
AM;410.7
RJ;603.7
BA;458.0
MG;696.6
MG;439.9
PR;
SP;626.1
BA;562.0
MG;598.1
PA;
RO;
SP;
BA;
PE;607.0
AM;
PE;437.5
PR;
SE;650.4
PA;616.8
DF;635.6
MG;620.2
CE;546.3
BA;486.3
GO;698.6
PI;659.8
BA;530.2
PE;616.7
MG;588.0
PR;
MG;604.2
CE;607.1
RJ;519.1
RJ;565.7
RN;837.6
SP;
SP;574.5
MG;632.1
CE;
MG;783.0
PE;435.8
RJ;
PI;406.8
GO;
MA;
BA;415.3
MG;474.0
BA;608.3
BA;416.6
SC;676.6
SP;839.5
CE;
RO;655.6
MG;598.9
RJ;
CE;452.8
BA;521.7
PI;405.5
AM;355.8
SP;945.8
MG;
BA;488.0
TO;343.8
MS;
MG;
GO;679.1
PA;440.0
MA;
AP;484.9
SP;532.8
RS;559.5
AL;393.6
AM;507.1
SP;394.6
SC;
SP;835.3
RJ;
PI;388.3
AL;465.0
PA;430.9
SP;450.3
MA;611.4
MG;
RN;
PE;393.9
MA;565.0
BA;
PE;488.4
MG;
GO;
GO;620.3
RJ;641.2
SP;642.9
PB;619.5
CE;379.2
ES;533.7
SP;
PE;540.8
RJ;695.7
ES;714.2
PA;579.9
SP;
RN;
AM;
RJ;
AM;
SP;476.8
MA;507.1
CE;
SP;397.2
MG;
SC;
PB;333.3
PE;
BA;781.3
CE;608.6
PI;529.4
RN;411.1
RJ;803.5
GO;622.7
SC;
GO;659.8
AM;
MA;
SP;
RS;672.2
RO;
