SG_UF_PROVA;NU_NOTA_MT
SE;686.9
PB;344.4
MA;474.5
PA;542.2
MG;408.0
MG;406.7
RJ;751.5
AP;
MA;506.9
AM;369.1
MG;
MA;554.0
PA;512.2
MG;643.6
PA;
MG;549.8
BA;
GO;567.1
DF;674.5
BA;386.4
PI;521.5
PR;
RS;545.1
CE;
PB;464.0
RS;399.8
SP;
SE;483.3
BA;445.9
PI;693.8
RJ;437.3
SP;496.9
BA;
PE;
PR;
RN;487.8
GO;651.0
SE;399.2
SP;
PB;415.9
BA;
MT;
PA;338.1
PE;807.0
BA;689.4
PE;
RJ;485.8
PE;
PI;476.8
PR;
ES;578.9
MG;624.5
MA;496.2
RN;
RO;
SP;
BA;490.8
BA;427.5
RO;538.6
BA;
SP;406.1
PE;499.9
ES;396.9
SP;332.5
PB;436.3
PB;444.8
RS;409.1
RJ;498.9
PA;380.6
GO;
PE;438.5
SP;
CE;345.0
RS;535.2
RJ;381.3
PA;397.8
AP;590.9
SP;
PA;461.9
AP;566.4
GO;660.1
BA;532.5
MA;494.3
CE;
MG;614.0
RJ;
RJ;636.8
SP;637.8
AP;
SP;
MA;600.6
MG;
BA;415.5
PR;523.1
RS;433.4
PE;545.4
GO;591.5
SP;
AC;
SP;476.7
MG;
CE;542.7
PA;528.9
RS;753.6
RS;604.9
MG;811.0
MG;563.5
SP;647.1
BA;425.2
SC;586.6
MA;622.0
PE;
RJ;589.2
SP;719.7
ES;
MG;357.3
BA;334.9
GO;
SP;500.3
GO;391.4
RS;466.8
BA;648.8
PB;608.5
SP;
RO;640.1
RS;329.7
MA;375.5
BA;
SP;484.9
AL;
AL;
MG;511.2
PB;687.7
SP;641.4
AC;
GO;558.2
BA;467.3
BA;639.7
SP;
BA;422.8
BA;568.1
RS;
BA;
RJ;376.1
RS;424.3
RJ;458.1
BA;512.2
PE;668.8
RJ;449.3
PA;439.5
CE;561.7
MT;527.8
BA;556.5
GO;458.7
RJ;
RJ;
PR;492.6
CE;372.3
CE;337.4
GO;
CE;609.2
DF;548.4
SP;
SP;599.5
SC;470.1
SC;
SE;602.2
BA;471.2
MG;600.2
SP;591.0
SP;
BA;364.9
SP;
PE;338.2
MG;586.7
RJ;
BA;697.3
RJ;416.5
MG;664.2
BA;
RJ;491.3
PE;
TO;
SP;446.9
RJ;396.7
SP;555.6
PA;536.4
MG;602.1
PA;479.5
MG;693.0
PA;363.0
RS;690.2
CE;387.2
SP;497.9
AL;
PR;
CE;697.8
MG;
SE;481.0
RJ;495.3
AL;443.0
BA;481.2
BA;
BA;
RJ;616.7
MG;391.2
SP;419.6
PA;467.0
RN;597.7
RS;543.1
BA;
MG;654.7
GO;
MA;392.1
SP;468.2
CE;404.4
AL;
RJ;
PB;378.3
BA;
MG;
RS;570.3
PI;
SP;
BA;544.0
PE;781.5
CE;528.3
MS;670.4
ES;427.7
DF;
RS;427.6
MG;445.5
DF;623.8
PB;558.6
PR;433.5
PB;483.1
RJ;
PR;477.6
MA;524.2
SP;514.0
CE;556.5
AM;501.7
SP;701.3
BA;
ES;
SP;400.0
CE;
SP;450.0
PA;463.1
AP;678.2
SE;414.1
PA;355.9
SP;566.7
MA;492.3
RS;510.7
AL;731.7
AL;
PE;
SE;647.2
RJ;
PA;456.8
PE;485.1
AP;
BA;
BA;676.6
CE;357.1
PE;374.9
PA;609.8
RS;761.0
MG;729.1
PA;425.2
RJ;476.6
CE;683.8
BA;490.9
CE;
PE;643.6
MT;
SP;
BA;616.4
ES;541.8
CE;764.0
PE;
MG;485.1
PA;
MG;355.6
RJ;
MA;523.2
RJ;482.1
CE;
MG;599.2
CE;512.9
PE;606.4
CE;527.8
PA;409.8
PI;
SE;455.9
DF;487.1
RN;452.0
MG;
RJ;492.7
PI;473.7
SC;623.1
RJ;641.0
PA;
BA;
SP;
PE;387.7
SP;
SP;518.9
MG;737.5
SP;815.4
GO;551.0
SP;746.0
SP;
RN;
MG;486.3
CE;
PE;471.1
RS;
PE;720.2
GO;
SP;469.6
PB;421.2
SC;
BA;
AM;524.3
RJ;364.3
RS;614.8
CE;
RJ;
PI;
RJ;421.7
PA;
MG;371.6
GO;
DF;
MG;
SP;365.1
BA;367.2
BA;
BA;586.1
SP;813.2
AP;
BA;
BA;767.7
RS;
RS;
RJ;491.5
AL;488.6
SP;651.6
CE;441.5
RJ;339.2
PR;648.7
CE;562.7
AL;656.3
PR;
PI;610.7
MG;465.2
SP;632.5
BA;630.7
MA;426.1
RS;458.3
BA;565.5
PE;525.0
SP;
GO;515.0
BA;363.7
SP;614.1
PR;
DF;509.5
RJ;635.9
CE;
PI;346.7
MG;
MA;627.9
PA;556.2
RJ;557.6
BA;692.1
MS;610.1
GO;
MG;496.2
PB;
BA;
PA;475.9
PE;
SP;
SP;586.5
RR;
MA;467.9
BA;
BA;
RS;534.7
RN;472.2
AP;569.6
RS;625.0
SP;670.0
CE;849.9
RJ;367.4
SP;
PA;
GO;538.3
ES;476.5
SP;832.9
PA;
BA;540.0
PA;
CE;444.6
RN;869.3
RJ;475.5
PA;504.6
SP;
SP;
MT;490.5
PE;549.5
RN;375.2
BA;583.9
PE;
PB;460.7
PE;567.8
MG;648.7
SE;575.1
MG;530.6
ES;681.1
BA;
RS;540.7
MG;712.9
CE;617.3
RS;626.4
MG;412.8
AL;608.8
ES;551.7
RN;585.3
CE;
SC;534.9
MG;374.5
BA;
AM;
RJ;384.1
SP;480.3
DF;335.0
RS;486.5
GO;
AM;467.9
MA;
BA;364.0
SP;632.6
CE;0.0
CE;830.8
RJ;
PI;580.2
MA;
PE;528.7
RJ;522.7
MA;523.9
RJ;
ES;
PA;403.2
RR;504.5
BA;370.9
CE;
BA;
RN;
MA;
CE;
BA;390.3
SC;
PA;588.8
SC;
PA;
RJ;901.7
SE;
MS;
MA;371.5
RR;
GO;555.3
PR;
PB;469.1
SP;678.7
SP;498.7
RS;
AL;350.6
MG;677.3
RJ;511.4
CE;
CE;608.0
ES;
PR;601.7
RN;
ES;
BA;481.0
PR;571.0
RJ;620.6
PB;
RJ;0.0
SP;
SE;401.4
MA;467.9
SE;561.2
CE;725.1
CE;
PA;502.8
MA;
CE;359.3
RJ;414.8
MA;365.9
PE;
GO;693.5
PA;395.0
PI;541.4
BA;491.5
SP;737.3
MG;553.2
RS;448.2
BA;433.6
SP;666.0
MG;
PB;439.4
CE;689.5
RS;373.6
MG;
RS;511.2
MA;346.3
RJ;701.3
AP;553.4
SP;511.6
AL;417.0
BA;469.7
PE;446.4
SP;
PI;442.8
PR;506.0
BA;367.5
ES;
SP;
PE;382.6
BA;553.0
SE;389.5
PA;
SP;763.8
SP;669.2
CE;
PA;445.9
BA;
RJ;365.7
SP;590.4
RN;
SP;
PE;376.4
SP;
RJ;566.0
BA;606.1
MS;509.9
SP;621.7
MG;542.9
MT;405.5
MG;638.6
CE;593.3
PE;641.9
PA;
BA;557.4
PA;501.3
PB;541.5
SC;
PA;462.2
RS;456.7
BA;
PA;459.7
MG;707.1
BA;
MG;368.7
SE;
RJ;
GO;
MG;515.8
RO;329.3
RJ;539.0
RJ;
PA;
RJ;434.4
MG;
SP;456.6
AL;794.8
MG;
RJ;409.8
SP;581.0
MA;433.6
MA;463.4
PE;
PI;714.7
PI;497.4
RJ;465.3
RJ;507.6
PA;654.3
SP;624.9
PI;360.6
RJ;
SE;493.0
CE;0.0
SP;
CE;
MG;778.1
PE;
ES;
MG;393.0
RS;
SP;
SP;459.1
BA;439.2
RS;410.9
CE;
PA;
DF;482.2
RS;685.7
PE;692.7
MA;536.8
SP;685.4
MG;560.3
RS;488.2
CE;476.6
PA;590.2
MT;
MG;672.7
BA;
PA;584.8
PA;520.5
PR;477.6
CE;450.9
AC;342.6
CE;663.3
BA;348.3
RS;
AM;
MS;388.5
SP;589.2
BA;527.6
CE;
MT;544.8
PE;
MG;397.4
BA;522.4
RJ;
PE;379.2
MG;468.3
RO;
CE;
ES;
BA;563.0
SP;597.1
SC;568.9
CE;605.6
SP;419.6
PI;508.1
PE;566.9
RJ;362.8
ES;497.2
RS;
DF;654.4
BA;597.2
RJ;410.6
RN;491.6
SC;430.8
PR;693.5
BA;
MA;386.3
MG;635.5
ES;392.0
RN;674.3
CE;653.9
MS;
CE;548.3
DF;620.9
PI;
RJ;429.1
BA;415.3
SP;469.4
BA;
CE;
MS;
AP;
PA;620.2
SE;476.1
BA;460.2
BA;528.0
MG;801.0
SP;539.7
SC;506.6
CE;560.9
SP;
MG;
CE;665.5
BA;640.2
RN;338.7
SP;427.9
PE;
BA;634.8
MG;627.6
PR;
MG;646.6
MG;504.8
SP;
MA;626.7
MG;615.2
SP;
RJ;666.1
RJ;395.4
CE;567.8
PE;
MG;716.9
SE;507.5
RJ;451.5
PE;506.1
MG;676.3
SP;504.0
SP;750.4
RS;517.6
PE;
RS;633.3
PR;576.2
PR;640.6
SP;
MA;535.6
SP;
CE;496.5
MG;714.2
GO;
SP;681.0
SP;470.4
RJ;756.6
CE;656.0
MG;
AL;485.3
SP;464.8
RS;569.9
BA;577.1
GO;622.3
MA;451.3
SP;742.7
CE;752.5
PB;845.7
RS;335.9
GO;454.2
RS;741.7
MS;525.8
RS;
MA;357.9
SP;
BA;654.6
PE;379.4
RS;
PE;342.4
BA;500.4
RN;
PR;647.3
SE;378.0
DF;
RS;392.7
MG;549.3
PE;
SP;468.2
PA;395.3
SP;524.6
MA;407.4
CE;411.9
PE;364.7
PE;653.2
SP;508.3
AM;
BA;
BA;380.3
RS;698.5
BA;837.6
MA;704.8
SE;
GO;
PE;363.6
MG;626.5
MA;744.3
RS;
SE;372.4
RS;501.3
SP;
PE;494.8
PA;
CE;504.6
PE;495.1
SP;
PE;362.5
SP;458.4
PB;684.9
MG;
MG;853.2
MG;522.3
RJ;610.8
MA;483.1
SE;415.7
CE;
AM;481.4
BA;667.0
MA;403.3
PB;772.9
PA;447.3
GO;461.8
RJ;710.6
AL;330.8
PA;611.0
PB;459.2
RJ;423.0
CE;496.5
BA;359.3
SP;502.9
CE;526.0
BA;425.1
ES;781.2
PE;887.9
PA;
GO;462.6
BA;
SP;533.2
MA;427.4
MA;528.3
PI;
RJ;834.1
PA;523.5
MG;423.6
BA;
PA;427.5
RJ;
SP;469.7
MG;
RJ;554.4
PB;420.0
BA;806.1
SP;504.0
MT;747.2
BA;
RJ;499.0
PE;
PB;560.6
MG;
PE;563.0
CE;359.9
SP;
CE;767.4
PA;529.5
MA;
CE;576.2
AP;
MG;
PB;
CE;440.9
SP;
RJ;
MA;
RN;
ES;509.4
RN;533.3
CE;637.7
RJ;472.4
RO;
RJ;
SP;
RJ;539.8
PE;619.0
SP;476.2
PR;659.5
MA;388.4
SP;
GO;
SP;
CE;454.7
MG;403.4
BA;463.5
AL;
MT;
AC;669.0
PA;601.1
AM;414.7
CE;
SP;543.4
PR;733.0
CE;
RS;
SP;
AL;451.0
CE;508.8
PE;655.4
BA;559.3
SE;678.5
PA;535.7
PA;591.3
PB;745.4
SP;353.8
MG;554.8
BA;
BA;635.2
RJ;384.5
RN;593.1
BA;491.5
PE;364.1
PA;457.1
MG;665.1
SP;595.6
BA;643.5
MA;454.0
PA;456.0
CE;717.7
PI;429.0
SE;353.2
RJ;467.8
PA;
BA;
SE;519.2
PE;
PA;365.8
CE;597.7
SP;
RJ;367.8
PB;680.2
BA;413.6
PA;
MA;483.7
SP;451.0
MG;
RJ;564.9
RJ;419.3
CE;538.3
MA;502.4
CE;406.5
PB;
MG;
BA;406.7
RS;582.1
PB;425.5
AL;
RJ;
AL;348.9
RS;517.7
PA;
PR;
RN;
SP;525.4
RJ;620.3
SP;555.4
RJ;
PI;
SC;507.7
BA;444.5
RS;436.7
MG;
BA;345.9
DF;819.4
SP;
PI;751.2
PA;
SP;745.6
RN;451.3
BA;353.7
SP;691.4
GO;
CE;420.2
BA;544.5
MG;504.6
CE;732.7
PI;
AL;618.9
CE;778.1
TO;534.1
ES;
BA;561.8
SP;555.0
CE;616.7
PE;
PA;440.2
GO;431.1
AL;483.6
MG;551.0
CE;
PI;566.3
MG;591.8
RJ;597.7
RJ;410.9
ES;
BA;569.4
RS;590.5
MA;429.4
RS;
PA;465.8
SP;
RS;
CE;718.5
MA;651.5
MG;
PA;461.2
CE;
PA;414.8
SP;
RN;423.5
BA;375.0
AM;371.6
DF;632.1
SP;538.6
GO;
CE;517.9
RJ;409.2
SE;387.8
GO;
CE;0.0
BA;724.7
MG;548.4
SP;641.5
PB;557.5
AM;
BA;486.2
MA;645.4
PE;
SE;656.0
PE;387.5
SP;464.8
SP;333.5
PI;439.4
MG;497.9
AM;613.3
MA;557.1
GO;403.4
MG;
SP;
MA;432.1
RJ;621.8
RR;382.0
PA;695.5
PA;490.2
BA;559.3
ES;
AP;
SP;
RS;497.2
BA;498.6
PI;
AM;332.5
MG;511.8
GO;556.3
AL;334.8
CE;838.3
RJ;
PA;562.4
PR;481.8
RJ;
SC;435.3
GO;
PE;482.6
RS;338.0
PB;598.6
MG;
SE;492.0
CE;375.0
PA;
DF;
SP;483.8
SC;532.2
RJ;
AP;557.6
BA;437.8
CE;786.2
BA;570.6
BA;432.3
MG;
PB;483.7
MA;340.8
PR;438.1
PE;446.1
MA;472.7
RJ;557.6
RJ;540.7
BA;
MS;
PE;423.0
MG;589.2
PA;544.2
CE;
RS;
RS;455.6
CE;
PA;466.4
PA;345.7
PA;629.3
CE;374.3
SP;
PB;
CE;
MA;620.4
SP;
RJ;384.0
BA;352.5
SP;
BA;
PA;538.4
RJ;505.0
PA;625.5
BA;426.1
RN;596.6
CE;655.9
SE;593.5
GO;685.0
AL;349.8
SP;665.0
MA;
SP;
PA;512.0
GO;
RJ;569.1
AL;679.2
SP;462.8
ES;442.3
PE;495.2
MA;407.1
PB;539.0
RS;687.4
PE;487.1
RS;690.8
BA;359.0
GO;472.7
PR;619.1
CE;
BA;
GO;466.2
PE;
CE;
CE;666.9
RS;502.9
RS;707.1
AP;594.4
MA;
PA;428.4
PA;460.7
SC;
MA;391.3
PA;
BA;679.9
RN;
CE;406.4
PA;576.0
CE;487.3
RJ;469.2
SP;332.9
SE;477.2
PB;464.7
RJ;
BA;331.5
SC;551.0
RJ;418.3
PA;399.2
RN;745.3
GO;
MG;573.9
MA;333.6
GO;408.1
MG;593.7
CE;687.1
SC;534.9
MG;733.5
BA;501.0
PE;
MG;556.2
PB;
CE;537.1
CE;
SP;638.0
AL;674.0
SP;
PE;390.4
BA;529.0
MG;
RJ;504.9
SP;361.8
PI;
PR;
RS;640.3
SP;539.9
RJ;493.9
RJ;606.4
SP;565.3
MT;519.1
SP;438.7
RN;378.2
SE;401.0
AM;531.8
SP;541.4
PA;486.7
PB;583.6
RO;364.2
CE;476.6
PB;
SP;664.5
SP;
BA;741.0
BA;434.9
BA;0.0
RN;
SP;
RJ;
BA;481.2
RS;
PA;349.4
SP;679.2
PA;374.5
RJ;569.2
SP;
CE;844.0
MG;395.9
GO;391.7
PA;392.1
CE;
SP;653.8
MA;392.4
DF;427.7
GO;362.7
MG;
GO;468.6
TO;
RS;459.7
ES;474.5
PI;
RJ;
ES;575.7
PR;570.5
RJ;
MA;352.0
SP;496.8
CE;
PA;408.0
RJ;
TO;603.7
RS;547.8
RJ;
SP;
SC;530.2
PA;367.1
GO;
MG;406.1
PR;
GO;503.5
CE;
SC;742.8
SP;358.0
SP;591.0
CE;517.4
MA;
AC;497.9
RN;362.5
BA;361.5
SP;599.6
RJ;
AM;
DF;
RJ;381.1
MG;587.2
SP;
PI;569.3
SC;378.3
RJ;657.5
AL;400.0
BA;425.0
RJ;0.0
MG;
PE;635.2
SP;
RN;460.3
PI;344.5
ES;446.5
MA;407.6
SP;656.6
RN;594.0
BA;
RJ;564.0
PA;552.0
RS;647.8
RJ;
RN;448.9
BA;676.6
PB;346.5
MG;650.1
MA;452.6
PA;615.4
PA;375.5
RJ;549.5
PE;630.0
MG;458.2
SP;582.2
PE;
SP;583.0
CE;457.7
RJ;
PA;
MG;715.6
GO;442.0
BA;821.0
RS;490.9
BA;476.9
MA;651.7
BA;520.8
MA;734.5
PB;619.4
SP;
BA;646.8
BA;801.4
SP;684.6
RJ;387.2
RJ;554.6
PE;528.5
MG;661.2
DF;
CE;482.2
MA;436.9
RJ;633.7
TO;
SE;
PB;626.2
BA;642.6
RN;523.2
RN;474.6
CE;586.9
MG;
CE;362.6
SC;430.0
BA;431.0
RN;625.0
PB;681.3
SP;552.3
RJ;523.7
PI;482.4
PA;349.8
MS;490.9
PE;624.0
MG;460.1
PE;471.1
RS;455.4
PR;710.8
ES;433.1
AP;413.2
PI;515.6
BA;0.0
PE;448.3
PA;
RJ;446.2
RS;
SP;542.9
BA;684.7
BA;617.9
RN;611.0
RS;678.5
BA;394.6
SP;730.7
PB;366.5
CE;0.0
BA;543.8
GO;458.1
SP;
MG;567.0
GO;772.6
GO;364.1
PA;549.2
BA;588.9
SE;614.9
DF;695.4
SP;532.7
DF;440.4
PR;556.4
RJ;744.0
CE;573.1
GO;580.1
BA;
RJ;563.7
SP;
RJ;384.8
RJ;648.5
RS;721.7
BA;
RN;441.5
PB;842.4
PB;345.1
SC;
MG;710.9
PA;484.2
PA;
AP;415.2
RS;459.5
PI;
PR;
MA;526.0
RS;447.9
CE;667.3
SP;675.0
PI;475.6
SP;631.1
RN;
CE;570.1
BA;
BA;
BA;
PB;613.1
ES;557.0
SP;534.7
GO;
SP;453.6
SP;
PA;
SP;431.1
BA;
PA;489.1
PA;418.6
RN;343.7
PA;480.9
PI;380.2
TO;
BA;532.4
MG;595.7
SP;433.4
PR;
CE;
SC;782.9
MG;
RN;474.5
PA;661.4
PB;507.5
PA;370.8
SP;
BA;344.9
ES;
SP;400.5
ES;717.0
BA;
MA;483.1
SE;559.0
PE;496.8
AL;
SP;552.9
RN;412.3
PE;623.3
CE;
RS;
PI;436.2
SP;
RJ;608.3
CE;579.6
RS;
SP;485.5
SE;537.6
SP;449.3
PB;
PE;
SC;352.9
RJ;436.6
TO;376.8
CE;613.4
RN;
MG;
PB;434.4
RN;719.4
AM;
PI;419.7
DF;460.0
RJ;555.1
CE;466.8
AM;
ES;
CE;615.8
SP;481.0
BA;693.5
PR;
MT;337.6
PB;348.6
SP;381.0
BA;384.3
BA;
PB;584.2
SP;530.4
RJ;628.6
RN;712.1
AP;378.2
PB;
PA;666.8
BA;425.7
SE;
PR;643.5
SP;592.8
PI;439.5
PB;512.2
RJ;
SP;509.8
PE;467.0
RJ;641.7
RJ;
TO;
ES;545.4
RN;386.8
SP;649.8
PB;
SE;356.6
SE;583.8
PB;712.5
PB;
CE;420.2
PB;
MG;400.2
AL;508.6
ES;353.8
BA;414.7
SP;650.3
CE;464.9
PA;358.7
GO;474.5
BA;460.5
PI;531.2
MG;428.7
SE;693.1
CE;547.8
AL;410.1
RJ;
MG;697.7
SC;892.4
MS;
PE;536.0
CE;
SP;448.4
SP;
RJ;380.3
BA;525.7
SP;722.8
MA;
SP;553.4
RS;
MA;
PR;525.5
SP;585.3
MS;
SP;691.8
AL;540.8
SE;
SP;504.8
SP;654.7
BA;435.2
RJ;
RS;501.9
SP;
GO;445.7
BA;420.5
MG;683.0
RN;398.8
CE;659.8
BA;454.5
PA;512.5
PA;405.1
PE;384.3
SP;
RS;
RN;549.2
MG;427.0
PB;456.1
GO;
SP;
PA;379.1
MG;
SP;621.2
RJ;
RS;733.6
ES;
PB;
CE;416.6
AL;
BA;
MT;522.2
BA;550.2
MA;404.6
SP;454.7
RS;590.7
PB;507.7
RJ;
BA;450.0
MG;402.7
DF;562.7
SE;615.5
BA;470.1
PR;500.6
PA;384.1
PE;577.4
SP;
RN;429.6
RJ;
MG;601.4
SP;601.0
SP;576.9
SP;
SP;412.4
PE;
RJ;641.1
PE;642.4
CE;564.0
BA;381.1
SP;415.3
RS;573.4
SP;474.0
CE;
PR;526.9
RJ;473.6
SE;398.2
PE;
DF;
PB;441.8
RJ;
PE;
SP;589.8
AP;499.2
MG;393.7
BA;521.8
SP;638.4
SE;663.9
RN;442.3
MS;
PR;629.9
MA;
SP;625.8
SP;
CE;
MT;511.6
PI;
CE;644.7
RS;
CE;
SP;
PI;
PR;544.0
SP;415.1
DF;604.9
PA;
RS;
PA;489.7
GO;589.5
RS;493.0
BA;393.9
TO;713.2
RJ;440.1
SP;500.9
SP;503.0
AP;447.8
PI;
RJ;548.7
RN;400.1
RN;601.2
RJ;872.2
MA;565.5
SP;
MG;
BA;410.7
PA;
PA;494.9
GO;447.6
PE;575.0
MG;578.6
PE;
MA;
CE;778.9
SE;489.6
AM;401.5
PE;
MT;
MA;
BA;713.9
SP;
MG;
MG;500.8
AM;547.2
BA;604.2
CE;
GO;390.9
ES;457.2
AP;478.9
BA;508.7
PB;649.1
PE;499.9
AP;
PB;475.5
BA;643.3
PI;633.8
RJ;724.0
SP;460.4
CE;346.9
PB;
RJ;335.5
SP;
PA;604.4
GO;409.6
CE;651.3
PA;
AC;536.2
MA;362.8
GO;
SC;
PE;590.7
RJ;
RJ;585.7
BA;
CE;355.0
BA;489.2
PA;
RS;
MA;381.0
TO;
RJ;441.6
SP;570.4
BA;650.5
SP;644.7
SC;570.0
SP;741.9
SC;
MA;343.7
MG;479.5
CE;641.3
SP;544.6
BA;583.2
AL;488.4
CE;769.5
ES;735.2
SE;
CE;442.2
DF;
GO;
SP;510.9
SP;604.3
RS;
PI;446.8
RJ;502.9
PR;721.9
SP;
MA;
PE;646.3
SP;817.8
GO;
BA;410.7
RR;
CE;598.6
SP;445.3
RJ;613.2
DF;343.0
MA;
PA;488.2
BA;
PR;474.1
PB;429.8
RN;645.3
RJ;389.4
CE;473.0
PA;426.8
SE;361.4
CE;358.9
SE;634.2
RR;667.2
RS;
MG;626.6
RJ;
CE;565.5
PA;602.3
RJ;401.5
SP;
CE;475.1
RJ;542.7
MG;
SP;730.5
RJ;597.0
ES;639.5
RN;436.5
SP;650.8
PE;697.6
RJ;576.4
SP;667.0
SE;
AC;411.7
RS;345.2
BA;486.8
SP;
RJ;
PB;757.8
BA;441.3
MT;475.0
MG;
PA;352.8
AC;
CE;
MG;537.8
PB;363.0
GO;493.3
MA;573.5
MG;
PE;
RN;361.9
SP;710.9
CE;615.8
AM;343.6
MG;376.8
RS;
BA;
SC;
SP;
RJ;
SC;631.9
PE;343.2
SP;740.8
CE;408.9
GO;
PE;
GO;622.3
DF;
PE;566.8
PE;
CE;
PB;
PA;444.0
BA;372.7
MG;
ES;471.8
SP;559.4
RJ;475.4
GO;390.5
BA;692.2
ES;582.1
GO;
SP;606.9
ES;843.3
DF;438.4
CE;632.8
SP;752.8
MG;548.5
RN;336.3
PE;339.5
GO;
MG;663.8
MG;436.1
BA;
PA;456.6
RJ;
PR;452.4
SE;408.7
SE;390.1
RJ;591.6
CE;337.1
SC;453.1
RJ;415.0
MA;383.5
PE;561.3
CE;469.1
SC;668.1
ES;484.3
PB;714.3
RN;374.9
PA;378.5
PE;591.1
SP;
PA;496.8
PE;437.7
SE;617.9
AL;
SP;596.2
MA;424.7
BA;410.6
MG;606.2
BA;
GO;451.9
MA;
BA;464.9
RJ;
PB;
CE;383.4
AL;
PR;589.0
SP;665.9
CE;709.1
RN;584.0
SC;509.2
PI;440.8
SE;370.4
RS;612.0
BA;
PE;690.9
MG;374.2
MA;559.9
RS;719.6
PB;389.7
SP;413.8
PA;
PE;406.5
PE;333.5
PE;384.9
MG;500.8
BA;556.9
RJ;
PR;522.9
MG;703.6
GO;
BA;
PA;366.0
BA;
SC;
PR;678.6
RJ;
RS;386.8
MG;
BA;
ES;456.7
BA;478.1
CE;
PA;418.8
PE;652.1
MT;455.5
PA;
CE;549.2
CE;444.4
SE;
RS;660.3
PB;663.6
BA;504.4
BA;
PE;
PB;354.3
MG;553.2
SP;636.8
RS;605.4
PB;596.0
BA;
SP;
CE;
SP;
RJ;430.2
SP;347.2
PE;568.8
PA;464.3
SE;469.6
CE;528.4
RO;650.4
MG;
AM;
CE;
CE;482.6
MG;368.7
SP;451.6
MS;465.6
RS;698.3
BA;681.4
PA;
BA;590.9
PA;
BA;487.6
