SG_UF_PROVA;NU_NOTA_MT
BA;494.2
BA;
BA;454.4
BA;364.9
MG;
RS;350.2
MT;
PI;605.7
SE;
BA;383.7
SP;655.3
BA;439.3
BA;502.8
SP;
RS;388.5
RN;
CE;378.2
PR;543.9
DF;
SE;525.0
SP;679.9
PA;
PA;420.9
RS;408.9
RJ;471.3
RJ;
BA;739.6
PE;675.5
AL;426.0
PI;334.9
RJ;466.1
CE;379.2
BA;555.5
CE;
MG;792.2
RS;552.6
ES;384.0
MG;689.5
CE;402.6
CE;717.8
PA;
AM;741.4
PE;649.8
GO;549.2
PE;599.6
SP;521.2
PA;405.2
RN;572.8
BA;468.7
ES;460.9
BA;
BA;497.5
PA;413.9
MT;333.3
CE;
PA;
PR;425.2
AM;
MT;635.5
RJ;
SP;534.9
RJ;592.3
MT;513.0
SP;482.8
CE;405.8
MT;577.8
PA;577.5
MA;483.3
SC;753.8
PA;437.1
RJ;526.4
MA;
SC;
RJ;
PB;
PB;430.8
PR;433.0
RS;
RJ;625.1
RJ;623.9
SP;412.2
RS;
SE;372.1
PE;
MG;471.1
BA;363.3
PA;412.9
MG;
PA;
RJ;
RN;583.4
RN;666.1
RN;
PI;461.3
MG;834.8
MG;683.3
PA;346.1
RJ;
MA;400.1
GO;383.6
SP;490.9
PB;
MG;653.6
MG;403.9
RS;
ES;
RN;493.4
MG;576.1
SP;635.1
GO;514.4
SP;629.9
RJ;
SP;
PE;
PB;712.5
SE;343.2
DF;
MT;473.1
RJ;434.9
SE;
RJ;
CE;
CE;
MA;394.3
MG;428.4
PE;561.4
BA;493.7
CE;
BA;404.1
DF;712.5
SE;398.8
MG;624.3
SP;528.9
SP;454.6
SP;664.1
PE;
BA;397.0
SP;696.2
MG;708.1
RS;772.6
RR;512.9
PI;660.0
PI;461.0
SE;437.3
CE;416.2
RS;772.7
PA;
PI;356.7
CE;
SE;615.1
MG;721.9
CE;509.3
AM;418.6
MG;677.7
RN;596.0
MA;509.4
RJ;339.3
DF;389.6
SP;360.8
PR;
AC;390.8
RS;
CE;587.1
SP;393.0
MT;656.0
SP;
PR;
SC;
SP;389.2
MA;540.6
MG;725.3
RN;400.0
CE;519.6
RS;448.6
PE;
SC;
PI;610.3
BA;402.4
RN;431.2
RJ;360.2
PA;560.1
SE;359.3
MA;536.8
CE;426.0
DF;
MG;694.0
GO;472.4
SP;583.0
SP;
RJ;603.0
PE;
SP;431.3
BA;720.9
MG;667.1
BA;
CE;663.5
PB;
RJ;584.8
MA;475.3
SP;652.6
SC;534.7
CE;489.3
BA;641.3
AP;351.1
CE;468.9
PR;537.9
PI;366.3
MG;594.5
PI;
SP;861.5
RO;499.7
RJ;650.3
PE;
AM;443.9
GO;453.0
SE;
AL;512.3
SP;388.5
BA;405.8
DF;389.6
GO;448.5
RO;466.0
MG;
RJ;
BA;547.6
BA;
PI;428.8
CE;560.0
RS;584.3
PR;396.6
SP;
CE;598.3
PI;
GO;572.0
CE;468.7
MG;393.0
SP;545.4
SP;452.1
MG;390.0
RJ;486.2
SC;
SP;626.9
RJ;
CE;
RJ;
RJ;329.5
TO;536.2
PB;482.4
SP;823.5
MG;
MG;
MA;610.0
AM;
MA;447.7
SE;
SP;628.3
RS;583.4
MG;578.0
BA;719.0
SP;807.5
RN;695.5
PA;
PA;331.4
SP;
PB;460.2
RJ;374.2
PI;356.6
RJ;480.8
BA;611.3
SE;536.4
RJ;
BA;443.5
PB;458.5
PA;463.9
GO;
PA;465.6
SP;
DF;680.1
AP;384.7
RJ;
GO;786.9
CE;662.0
PE;512.4
DF;
MG;619.8
PR;582.5
RJ;395.0
PA;379.5
PA;592.7
PR;721.0
PR;533.9
TO;368.7
PA;
PE;418.8
BA;
BA;0.0
AL;
AM;
RJ;509.5
ES;
GO;
CE;563.7
PE;526.4
BA;673.2
PR;482.1
RJ;709.3
RN;346.7
BA;619.9
PE;380.8
RS;754.1
GO;544.9
MA;376.9
AM;603.8
PA;374.3
RJ;524.6
PA;402.0
PA;
BA;338.0
SE;622.9
PR;409.7
SP;756.7
GO;
RS;
RJ;409.8
GO;378.8
PA;362.7
AM;442.7
BA;520.3
PR;
BA;569.9
RJ;467.3
AM;
SP;624.4
BA;544.6
SP;397.9
TO;
ES;364.3
CE;
SP;
DF;817.5
PB;412.0
RJ;401.0
SP;624.6
AC;555.1
SC;433.2
MG;646.4
SE;432.5
CE;
BA;
PI;366.5
MT;456.7
RJ;754.2
RJ;549.1
SP;
BA;567.2
AM;367.3
GO;460.8
AL;691.2
PR;
PE;527.8
BA;
PR;607.1
SP;734.7
RS;469.5
MS;
MG;771.2
CE;606.9
TO;
MG;
PA;677.6
RN;377.8
MA;350.2
RS;
SP;408.3
ES;472.9
RJ;703.5
RS;406.0
RS;543.5
GO;516.3
CE;714.2
SP;421.6
MG;
PE;619.4
PR;666.7
AC;691.2
SP;546.2
CE;672.3
PA;
SP;
CE;466.0
AL;530.8
RJ;523.0
MA;468.7
CE;493.1
PA;419.0
PB;542.4
PI;
RJ;478.3
MS;534.3
AM;336.7
ES;367.2
MG;595.4
CE;401.8
ES;379.8
PA;443.7
RO;
RJ;694.3
SP;503.4
SP;599.8
MA;
GO;492.9
MG;754.1
RJ;597.7
SC;
MA;545.0
RJ;397.3
DF;407.7
AM;575.3
RS;429.7
MG;639.4
MA;
PE;521.7
PA;
PE;450.6
PR;483.1
MG;496.0
PE;
SE;380.0
AM;566.0
SP;635.4
BA;529.7
RJ;
BA;403.8
PB;542.5
SP;699.5
BA;442.7
RO;681.2
SP;614.8
MA;393.3
AL;397.0
SP;
PA;
RJ;360.7
MG;442.2
RO;350.6
PI;639.8
SC;496.7
BA;350.7
CE;487.4
BA;
SP;
RS;608.1
BA;
PA;438.5
MG;567.4
SP;
AM;375.7
RJ;
BA;497.0
PI;405.4
ES;592.8
PA;558.1
MG;443.7
CE;429.8
PB;409.9
AL;
RS;591.8
PA;594.5
AL;328.5
SC;
SE;
PE;496.2
CE;
AM;574.3
RJ;651.2
RJ;
PR;645.1
BA;355.0
BA;
CE;697.0
AP;530.3
GO;643.6
BA;335.8
PA;666.0
PE;
RJ;
MA;434.6
MG;705.8
AC;385.6
SP;539.5
GO;653.9
PB;
SP;737.4
BA;418.1
CE;675.4
BA;714.6
BA;
RS;
AL;522.4
CE;549.3
PB;467.2
SP;
PB;
SE;450.3
PA;377.7
CE;
MA;
PA;424.8
RN;
TO;480.4
DF;
AM;665.9
PB;493.0
SP;706.4
PA;518.3
PB;346.4
CE;391.2
AC;542.6
AL;
BA;517.6
RS;
AM;714.2
PI;739.5
PA;415.6
RJ;789.7
PA;446.0
CE;522.2
MG;745.6
MA;471.4
PB;620.9
CE;
MG;
MS;
SC;
SP;615.9
CE;643.2
DF;
PI;623.8
SC;434.5
MA;386.9
MG;
BA;487.2
RS;405.0
MG;587.8
CE;419.6
SP;
SP;647.0
PE;388.2
RS;
MG;646.7
PA;609.9
CE;470.1
SE;333.5
PA;768.1
ES;417.4
CE;
RS;
RJ;695.3
BA;710.2
BA;
RS;351.7
MG;661.3
MG;
RS;526.4
PB;607.5
CE;532.6
SC;
PE;436.0
SE;556.5
RR;411.0
AM;
PB;
DF;502.3
PE;628.2
AL;
GO;412.0
SP;652.0
CE;387.2
MG;
AM;466.0
BA;375.2
RJ;
SP;717.4
SP;517.8
PA;469.9
PI;
GO;541.3
MA;366.3
SP;
PB;577.3
CE;360.3
ES;582.1
MG;582.3
SP;723.7
RS;413.7
SP;461.7
RN;
PA;607.6
MG;595.5
PB;
RS;
RS;414.8
SP;792.5
SC;444.0
TO;
RJ;493.5
CE;
SP;473.1
MA;699.4
PE;
SP;354.0
SP;
PR;442.9
GO;610.7
PR;430.4
CE;
MT;
MA;390.7
SP;379.6
PE;
CE;609.6
PB;518.6
SP;
MS;406.5
PR;490.4
BA;441.0
MG;
CE;794.3
SP;
AL;353.3
PE;761.1
PR;409.7
AC;643.9
ES;528.2
MA;579.9
SP;
BA;421.0
RJ;505.1
RJ;
RN;501.5
PE;634.7
SP;
SP;
AM;
PA;372.3
BA;360.1
RJ;
MG;590.6
SE;536.3
SP;713.8
BA;472.1
MG;
MG;450.6
PE;462.9
RJ;533.0
ES;
RJ;
PI;713.6
RJ;552.8
GO;638.3
SP;636.9
MS;456.5
GO;435.5
PI;441.9
PB;337.5
DF;586.4
BA;626.0
SP;660.0
BA;
RS;480.1
PB;481.0
PI;357.8
RJ;
SP;
PE;503.5
RS;754.9
SE;
SE;398.4
RS;725.8
BA;354.1
PI;443.0
PR;419.0
CE;
BA;883.3
PA;460.0
PA;387.5
BA;593.0
SC;
SE;552.4
AM;412.0
BA;
AL;687.4
CE;718.5
RJ;332.9
SP;505.8
RS;
PB;
RO;351.4
DF;546.3
PA;387.7
DF;378.8
RJ;399.8
PA;452.7
CE;661.5
SE;550.2
PB;337.2
SE;383.0
MG;562.3
PA;619.7
PE;662.4
RN;695.0
AL;368.3
CE;365.1
MA;378.2
PB;609.2
PR;
ES;
CE;580.5
RN;476.7
RJ;556.6
MG;749.4
GO;725.6
PE;532.6
BA;479.4
BA;337.7
GO;562.8
MG;578.1
DF;357.9
GO;402.5
PB;482.1
PE;416.5
CE;489.7
MA;
MG;380.7
SP;561.6
RJ;526.2
PI;
PA;365.4
PA;521.7
PE;605.0
PA;437.0
RJ;
PR;486.3
PA;431.5
PA;328.2
PR;456.4
MG;738.4
SP;755.4
PE;710.5
RJ;397.9
SP;582.7
SE;467.6
MG;729.9
AM;505.1
TO;764.9
BA;
SP;412.1
CE;344.1
MA;
MG;
PI;497.4
RN;
RS;531.9
SE;542.4
TO;
BA;493.3
RS;
MG;536.4
SP;619.7
ES;
PE;667.4
RJ;
MG;368.5
MA;755.0
RO;713.9
PE;452.1
PE;716.7
RS;378.1
AC;759.5
BA;
GO;407.5
PI;528.3
ES;724.3
PI;449.9
PA;332.3
AL;333.0
BA;611.0
MT;
BA;
RS;
RS;
SP;
SP;448.0
BA;669.2
PR;
CE;363.5
TO;
RN;473.7
AL;469.3
RS;412.3
TO;597.0
PI;495.0
BA;391.9
RS;627.8
BA;
AC;388.7
MT;
PA;566.3
MG;703.1
SP;403.7
CE;477.6
PR;
PA;
AL;487.6
BA;476.0
AM;
PR;0.0
SP;
MG;
BA;443.8
BA;333.5
MG;
PB;
CE;632.8
BA;505.5
MS;
BA;370.8
BA;382.9
BA;
PE;514.6
BA;
MA;433.6
BA;403.9
SE;389.3
PR;478.9
TO;
CE;579.4
MG;506.6
RJ;696.4
SP;540.2
PR;561.6
MA;369.3
MG;622.4
SC;
AC;434.4
PB;455.7
SP;708.9
SP;485.3
AM;439.8
PB;576.6
MA;435.0
MT;560.0
MG;567.2
PI;333.9
ES;614.2
BA;739.9
SC;551.7
RJ;
RJ;685.5
RJ;640.1
SP;685.5
AP;
TO;463.1
RN;555.3
GO;590.6
SP;
RO;534.6
SP;402.9
SE;
BA;451.7
RS;
RS;442.3
BA;444.6
PR;767.5
SP;611.2
MG;725.5
RS;
RJ;461.5
RN;511.8
RN;409.6
PB;
AL;479.7
MT;
PE;434.0
RJ;
RJ;643.3
SP;366.7
RJ;402.9
BA;471.3
CE;501.3
PE;395.1
PR;415.3
ES;559.1
RS;471.3
SP;349.0
AM;530.7
RJ;
MA;365.5
PR;451.9
PB;
SP;
RN;405.2
RR;
PI;359.9
BA;
BA;377.9
SC;
MA;
CE;406.6
SP;695.4
MS;440.2
AC;638.3
SP;634.0
SP;858.5
RS;593.4
MA;408.4
SP;
SP;741.8
RN;352.4
SP;
CE;474.8
MA;
RJ;477.5
RJ;511.5
RJ;494.5
AM;
PA;431.3
RO;554.2
PR;653.9
TO;595.9
SP;512.0
RJ;492.7
AM;386.2
PA;513.6
RS;407.6
RN;392.2
PA;
RS;
AL;382.2
MG;564.5
RS;
SP;764.0
PA;549.2
MG;726.9
SP;371.3
SC;690.0
SC;519.9
PB;577.5
SP;
RS;453.6
RN;547.2
GO;
RJ;715.8
MG;835.9
GO;
AM;472.6
RJ;
BA;
PB;571.4
SP;395.2
SP;662.8
RO;501.3
PA;450.9
SE;532.6
AL;
SP;
MG;648.0
RS;573.1
GO;
PA;503.0
BA;521.7
AL;430.6
PR;560.0
RJ;
SP;
MG;601.7
PB;548.4
PI;
SP;398.2
SP;
RJ;528.8
PA;656.7
PI;
PB;409.1
RJ;
PI;
GO;332.6
SP;
MG;414.2
RJ;453.9
SP;648.7
BA;
PR;
BA;380.6
SP;763.8
RN;331.9
SP;439.4
SP;709.2
SP;617.5
PI;
BA;719.9
PR;
MA;759.1
AM;
RJ;470.1
SC;
AP;
SC;589.1
RJ;759.0
SP;391.3
MT;506.5
SP;640.3
RS;713.4
PB;827.6
RS;
SC;719.0
BA;506.1
CE;671.4
RR;
RJ;602.4
SC;
RJ;561.8
RO;403.3
SP;477.5
RJ;616.7
MG;617.7
MG;772.2
RO;
ES;523.4
RS;362.6
RO;468.8
RJ;581.8
MA;
CE;357.8
BA;
PR;596.1
PE;
PB;735.0
PA;
PR;534.1
RS;
PE;834.7
MG;
RJ;354.6
AM;611.5
PA;420.0
BA;383.2
PE;371.8
RN;470.0
SP;564.3
BA;598.3
MA;
CE;
SE;348.3
RJ;428.4
MG;522.9
SP;
CE;529.0
RS;482.4
DF;528.8
PA;606.4
AM;
PA;906.9
SP;705.2
DF;592.1
DF;421.8
PB;385.5
ES;640.8
BA;424.0
AM;482.7
BA;465.6
RJ;
MG;785.2
RJ;825.1
RN;533.0
CE;
MA;469.2
CE;652.7
PB;671.8
RJ;391.1
RJ;494.2
PA;
MG;789.9
PE;
MG;675.7
PI;548.0
BA;520.4
DF;716.2
SP;391.1
SP;548.4
RJ;751.1
SP;465.6
PA;487.8
GO;
RJ;401.5
ES;
MG;
PB;464.6
BA;614.3
MG;496.3
SP;
PA;431.7
MG;538.5
SP;354.3
CE;478.2
SE;621.2
GO;
PE;
MA;
MG;635.9
RN;344.6
BA;704.7
BA;575.9
PE;542.3
MA;
RO;
PE;
GO;497.2
RJ;598.0
RJ;642.5
MG;636.9
BA;518.2
SC;723.1
MG;737.1
BA;580.6
BA;411.0
RS;432.9
RJ;
BA;634.5
CE;
MG;704.0
PA;584.3
RJ;684.0
SP;
SC;
RJ;
BA;664.0
SP;420.6
RJ;
RN;
PE;413.9
MA;505.2
MG;644.1
AL;
DF;
MG;475.1
SP;746.8
RJ;372.3
CE;
MG;574.7
RJ;
MG;438.6
BA;617.5
SP;768.6
RJ;
PE;
ES;510.9
DF;452.9
PA;359.7
SP;
PE;649.1
RS;373.8
BA;588.0
SP;494.9
AL;363.0
RJ;
PA;
BA;418.3
PR;784.6
RJ;528.5
RS;660.4
AM;573.1
MG;358.7
GO;417.1
PI;333.2
MG;617.3
CE;701.7
PB;366.9
MG;463.8
SP;
BA;742.2
CE;
BA;507.4
CE;0.0
PR;349.9
CE;455.5
RN;616.0
BA;
MG;
SP;610.9
BA;
SP;
MT;680.0
GO;
SP;533.0
RJ;699.3
SE;463.6
AM;
SP;
PA;395.7
BA;378.5
ES;349.7
AM;
AP;373.1
PE;
MG;666.4
SP;632.2
PA;374.5
SP;
PI;391.7
SP;
MG;
SP;
CE;536.8
MA;432.2
PI;570.2
PB;
RJ;
PE;373.0
SC;471.7
AC;552.9
PE;416.1
MG;362.1
BA;462.7
RO;420.2
PB;378.0
RJ;780.3
SP;
PR;612.8
CE;0.0
SC;
GO;541.9
PA;355.1
RN;
CE;534.4
RJ;
MG;401.4
AM;352.3
SP;442.0
CE;592.3
RS;
PE;465.8
CE;
MA;332.9
AL;493.8
MG;658.5
PA;
BA;
SP;357.5
AL;583.0
MG;515.0
MS;
SP;537.4
SP;
CE;602.1
SC;355.1
RJ;397.4
MA;435.7
RJ;
BA;446.9
SP;509.7
RN;386.7
BA;
SP;703.3
CE;580.2
RS;624.6
MG;652.8
RJ;476.2
PA;428.1
RS;563.6
CE;572.5
PE;
BA;531.3
RJ;823.1
PE;
RJ;370.3
MG;
RS;366.8
PI;
MA;
RJ;
CE;658.9
BA;592.5
RN;392.9
MG;585.3
PR;
GO;381.3
PR;449.1
PE;560.3
SC;
BA;431.5
PA;490.4
RJ;501.6
PA;508.2
SC;737.1
RJ;599.9
CE;445.7
BA;578.0
AL;399.4
PE;
RJ;733.7
RS;477.9
RJ;370.6
PA;422.9
SE;461.3
SP;
MT;484.4
SP;650.3
RN;640.4
PE;
BA;
SP;718.3
CE;649.7
RN;531.1
CE;
CE;429.7
SE;366.8
MG;687.8
AL;595.9
AL;377.2
MG;462.1
PB;438.0
BA;425.8
SC;548.3
PI;534.9
MA;
MS;541.9
MA;337.1
RJ;508.2
CE;758.4
MG;638.2
BA;366.3
RN;
RJ;
BA;
SC;492.8
SP;526.3
RJ;424.4
PE;473.0
SP;
MT;878.0
CE;458.7
PA;612.0
SP;462.4
MG;335.9
RN;395.2
RJ;385.4
PE;627.5
RO;413.4
RJ;400.5
RJ;334.5
DF;467.8
SP;454.6
RS;677.5
MG;404.3
MG;671.8
CE;512.1
AC;
PE;642.1
PR;
CE;496.9
MG;572.8
BA;494.2
SC;451.2
RJ;690.6
PA;
MT;568.2
MG;489.5
PA;480.2
PA;
MG;
MA;500.3
MA;413.9
RN;393.0
RN;498.6
MG;451.4
MG;767.7
MA;382.1
BA;
MG;706.0
SP;651.9
PA;
PA;350.6
RS;
ES;726.5
MG;
PR;
SP;548.4
RS;388.7
RS;692.3
CE;476.1
GO;405.5
MA;
SP;462.1
PE;
SP;
RS;407.0
ES;489.0
SP;
CE;351.6
PB;400.3
MT;637.0
RS;663.5
DF;391.2
CE;
RN;734.2
RJ;544.9
SP;413.0
PR;
RS;433.2
MT;622.4
MG;
AM;346.4
RJ;384.5
BA;663.1
PA;544.3
CE;611.0
PB;
RJ;412.0
PB;757.4
SP;
SP;522.5
SP;
RO;
BA;
MG;
GO;546.6
MG;568.8
BA;519.0
CE;630.0
SP;439.5
BA;405.6
BA;348.8
SC;776.2
MT;382.2
RJ;432.4
RS;
SC;538.6
AC;
MG;
PE;
MG;562.3
CE;759.7
PI;
PB;357.5
PB;494.6
BA;580.5
RS;502.1
RJ;
CE;
SP;
PE;703.9
MG;548.4
RJ;569.7
BA;445.0
PI;811.9
PA;
RS;
PI;
PI;
PA;
RJ;755.7
MG;
PE;682.7
MG;600.0
CE;688.8
GO;
RS;
MG;410.6
RO;489.7
CE;581.9
RJ;359.6
BA;
MA;527.3
CE;387.5
RS;549.8
RJ;552.5
RS;462.9
PR;528.1
SP;
TO;
PI;343.3
RJ;661.0
BA;455.4
RO;0.0
BA;388.8
CE;574.7
RS;664.6
MA;357.4
CE;377.5
MG;335.9
SC;452.3
RS;569.9
CE;401.4
GO;607.9
CE;560.0
AL;395.9
PR;774.5
CE;658.6
AP;
SP;
RJ;458.2
AL;800.0
PI;675.5
BA;486.9
CE;367.9
PA;
SC;692.4
CE;329.6
CE;518.4
SP;
MG;
PB;467.5
RN;569.6
SE;364.8
RS;
PE;420.2
SP;
PE;639.4
ES;401.9
AM;345.5
RO;
AM;458.4
CE;443.5
MG;573.0
RN;766.3
PE;574.4
PB;684.3
RJ;521.5
RJ;614.5
PR;
ES;676.2
CE;444.0
PE;693.2
SP;592.8
AM;420.0
CE;454.7
PB;633.6
SP;778.7
SP;
RO;637.4
MG;404.2
RS;354.6
MA;533.7
PR;491.2
SC;
MG;703.2
SP;600.5
ES;614.2
AL;
AL;454.8
AL;675.7
SP;640.1
MG;
BA;
PE;
BA;484.6
MG;
RS;615.5
PB;
CE;547.3
PB;505.7
AM;476.6
PR;704.4
SP;720.9
RJ;702.1
SE;723.4
SP;641.4
PR;614.5
GO;519.6
RJ;706.6
RJ;419.1
RJ;425.1
BA;448.2
BA;682.4
PA;466.2
AM;
DF;
PR;442.8
PA;390.0
BA;374.9
MT;398.0
SP;393.9
MG;513.9
RJ;483.2
RS;451.3
RS;
ES;
AM;
PE;
PR;
BA;513.4
RJ;
RJ;495.5
AL;516.0
RJ;
BA;537.2
AP;
RJ;616.5
SP;
MG;603.5
SP;
MA;565.7
MT;
CE;437.2
MA;428.6
RN;
SP;
RJ;
CE;548.8
PR;
MS;474.4
SE;522.2
GO;534.5
PA;347.8
SE;374.0
RJ;
PE;578.5
PR;
BA;
PI;
AM;
AL;
SC;685.9
AM;407.7
CE;646.1
RJ;744.1
RS;
BA;376.5
MA;598.5
PE;
RJ;631.6
BA;
SP;500.2
SP;
BA;469.0
RR;364.2
PR;
BA;504.5
CE;365.5
RJ;563.7
SP;
RS;550.4
BA;376.1
CE;699.8
MT;
PI;425.3
CE;533.4
MG;706.4
SP;603.7
ES;406.7
MS;779.1
BA;414.8
MG;494.3
PB;
BA;
ES;592.9
PA;711.2
PE;513.0
RJ;555.0
SE;405.5
RJ;660.4
CE;0.0
MA;633.3
MA;415.6
AC;576.0
SP;340.0
CE;554.7
RS;672.0
PB;
GO;
RS;725.0
MA;
DF;
ES;517.2
AM;
AL;530.6
SP;452.3
PE;358.8
SP;
AP;506.7
CE;403.2
SP;502.2
SP;
SC;
PE;537.6
MG;494.0
BA;640.8
RR;657.9
RJ;
RO;358.1
RN;
CE;588.2
PR;511.7
SP;750.2
DF;842.1
CE;663.9
PE;499.6
BA;595.5
RJ;701.1
MA;400.6
BA;566.7
BA;727.8
CE;523.8
AL;
RJ;385.6
MG;789.2
CE;467.6
MG;383.2
SE;438.1
MG;
PE;560.4
BA;379.7
RJ;383.2
RJ;571.9
BA;623.0
BA;483.7
MG;
SP;468.2
MT;683.9
RJ;417.0
AL;355.9
SP;550.7
PE;
RR;
PA;417.5
MA;475.8
SP;551.9
CE;
RN;647.4
BA;612.6
RJ;
MA;534.9
RJ;591.1
RR;
SP;729.1
RO;430.6
CE;387.9
SP;
BA;732.4
AP;
CE;459.4
BA;542.8
MG;
PE;581.4
PI;347.7
BA;468.7
RJ;660.3
SP;687.8
SP;455.5
RJ;
SP;
RJ;479.0
PE;
CE;388.0
CE;440.2
PR;
MA;508.7
MG;446.6
PE;749.6
SP;643.7
PE;408.7
PI;691.5
MG;481.7
RJ;
CE;678.8
BA;
SP;333.7
SP;588.7
BA;645.7
AL;
CE;498.7
AC;
PA;
BA;456.2
BA;550.3
RJ;535.1
SC;618.5
CE;737.8
CE;433.9
BA;401.7
RN;537.9
PB;532.4
RS;
RJ;476.3
SP;633.5
BA;560.7
PR;733.1
PE;367.1
ES;477.5
RJ;537.4
GO;522.0
MS;
BA;388.9
CE;
RS;
RO;552.4
GO;
RJ;
PR;539.1
RS;558.7
RJ;444.9
SP;
AM;
SP;565.9
SP;
MG;654.3
CE;489.2
BA;576.5
CE;
PA;411.6
SP;
BA;592.7
PE;424.4
GO;
AM;
RJ;
MA;563.7
PA;614.4
PI;702.1
SC;587.8
AP;377.5
CE;
MG;466.9
CE;
MG;738.3
PB;
CE;727.8
RJ;360.7
BA;
MG;573.4
SP;491.2
BA;442.7
RS;609.6
PE;573.2
MG;667.3
SE;
RS;593.2
MA;364.2
AL;431.3
SE;841.6
SP;
PA;463.0
AM;439.5
SC;0.0
GO;
MA;394.8
RJ;520.2
PA;402.1
CE;446.3
CE;465.9
CE;
CE;491.5
SP;437.4
CE;507.5
RJ;362.1
MG;443.4
RJ;597.5
PE;596.6
GO;546.3
SP;704.8
AL;393.6
PA;647.9
CE;479.8
RS;688.9
BA;705.6
MA;
MT;362.3
CE;573.9
RJ;383.4
MA;364.1
GO;461.4
MT;
MG;568.9
AC;338.3
CE;
SP;796.9
SP;
PR;558.4
RS;617.9
MA;706.0
SP;
SP;383.1
RJ;406.1
MT;
MG;
RJ;
PA;
AL;398.8
PE;340.5
RN;655.3
PA;396.3
BA;487.7
CE;777.0
RN;617.8
CE;719.5
SP;
MA;
DF;666.4
SP;553.2
SP;765.8
BA;
RJ;373.2
PR;
RS;513.3
MT;616.2
CE;378.8
BA;492.5
SP;717.9
RJ;768.8
PB;634.9
PB;575.5
RJ;658.1
PI;
RS;443.5
RS;623.3
RJ;637.4
SE;
SC;
RN;383.9
MG;
PA;
RJ;451.2
RJ;520.8
CE;620.0
RN;756.5
RJ;787.6
MA;401.9
BA;406.9
BA;734.9
MA;
SE;
PA;487.8
SP;525.9
RJ;620.6
SP;665.9
BA;
MG;690.1
AL;
MG;573.7
PI;352.4
RN;450.8
PR;455.1
PE;524.4
BA;538.2
SP;
CE;465.7
PR;
PE;508.4
PI;
AL;439.0
SP;457.5
GO;442.4
RJ;710.4
SC;
SP;677.5
SP;
MG;503.0
AM;351.9
SP;
SP;395.5
RN;639.1
GO;
ES;364.5
RJ;707.6
BA;480.6
ES;433.9
RJ;474.0
MS;
PE;710.5
SP;568.6
SP;518.8
SP;556.1
DF;589.1
MA;
AL;414.2
RS;530.6
CE;630.7
AP;590.0
PB;
RS;558.7
BA;471.2
SP;
TO;369.5
CE;348.3
SE;628.2
SP;465.4
MS;555.7
RJ;
RN;386.5
SC;351.4
CE;397.8
AP;405.3
MG;417.5
MG;435.1
CE;714.3
CE;
CE;441.5
CE;469.0
MA;
SP;702.8
SP;778.7
MA;646.6
CE;357.4
CE;608.6
AL;394.4
GO;823.4
MG;410.1
RN;618.6
SP;811.8
RJ;
MG;713.3
PA;
PE;504.6
BA;457.1
SC;
RJ;448.0
AC;
SP;788.7
CE;382.3
RS;604.0
PB;559.1
RJ;572.7
AP;
PA;438.3
CE;
BA;401.1
AM;501.2
PI;522.5
RS;424.3
MG;458.7
RJ;
SE;
CE;617.9
GO;615.5
GO;
PE;454.2
PI;531.3
BA;
MG;675.9
PE;434.4
BA;454.6
AL;353.7
RS;511.5
PA;596.7
GO;655.3
PR;
MS;379.7
SP;387.2
BA;389.1
SP;455.4
MA;457.1
MG;466.2
RJ;
MG;
RN;520.0
SP;712.1
BA;560.0
SP;
RJ;523.3
MA;734.3
GO;
CE;730.3
CE;
SE;589.4
MT;442.7
RN;518.1
AL;
RS;568.4
PE;
MA;893.9
RS;
SE;426.8
MT;609.1
MA;
PB;521.4
AC;367.4
RN;
SP;560.3
PA;532.5
SP;626.8
RS;432.4
PE;454.9
PR;
MG;497.8
SP;631.5
SP;701.8
PB;535.3
MA;409.2
BA;
MG;460.9
RO;532.1
DF;449.8
RJ;
MG;
PA;565.5
PI;
MG;701.5
BA;527.0
CE;409.8
MT;333.3
RJ;557.7
SP;
CE;566.4
SP;505.2
BA;477.7
CE;502.8
CE;684.1
SC;601.9
BA;420.0
PB;377.4
PE;401.6
BA;
SP;
SE;515.4
RJ;362.1
RJ;480.1
MT;576.2
RJ;
RJ;372.7
RS;
MS;
SP;
SP;451.3
BA;
MG;689.6
RS;444.3
SC;
RJ;
MG;
SP;
GO;
BA;
SP;572.4
CE;347.5
RJ;506.2
PA;491.1
DF;644.8
RJ;621.0
CE;501.0
CE;560.5
MA;702.6
RJ;
RJ;507.2
CE;
MS;
SC;665.9
SP;547.9
MG;515.4
RJ;632.4
MG;865.9
PB;349.7
MS;
CE;754.2
MS;476.3
PR;378.4
BA;
SP;641.2
MG;
CE;582.5
PE;646.3
BA;
MT;
BA;428.4
MT;
RJ;483.0
CE;400.3
BA;415.3
SP;750.0
ES;
RS;585.0
BA;414.3
PA;407.5
SE;358.7
AM;489.2
BA;
AL;333.5
RJ;
SP;364.7
GO;
SP;459.3
MA;470.6
MG;648.6
ES;
ES;
MT;667.5
BA;
MS;487.6
SP;390.7
CE;388.2
PA;496.4
PE;554.8
RS;
MG;
MS;385.4
CE;333.4
MA;674.6
CE;557.3
PR;559.9
SP;570.3
MG;591.3
BA;503.3
AL;533.3
PA;
RJ;0.0
GO;
ES;560.4
SP;371.4
BA;605.9
PB;661.0
CE;457.2
PI;418.3
SP;532.5
RN;818.7
AM;365.0
PB;358.9
SP;678.4
MA;393.1
MT;391.8
RJ;752.2
RJ;602.8
AM;
